pair_id,attempt_id,task_id,backend,phase,event,status,failure_class,monotonic_ns,elapsed_ms,command,artifact_dir,command_outcome,command_failure_class,turn_completed,recorded_status
"pair-00-stdin_utf8","attempt-00-stdin_utf8-transparent","stdin_utf8","transparent","io","drain","success","unknown","66838572942","unknown","unknown","attempts/pair-00-stdin_utf8/transparent","unknown","unknown","unknown","unknown"
"pair-00-stdin_utf8","attempt-00-stdin_utf8-transparent","stdin_utf8","transparent","child","exit","success","unknown","66838575828","unknown","/bin/bash -lc ""printf '第一行\\n\\n最后一行\\n' | python3 -c 'import sys; print(sys.stdin.read(), end=\""\"")'""","attempts/pair-00-stdin_utf8/transparent","unknown","unknown","unknown","success"
"pair-00-stdin_utf8","attempt-00-stdin_utf8-shell","stdin_utf8","shell","codex","start","unknown","unknown","72838834665","unknown","printf '第一行\n\n最后一行\n' | python3 -c 'import sys; print(sys.stdin.read(), end="""")'","attempts/pair-00-stdin_utf8/shell","unknown","unknown","unknown","unknown"
"pair-00-stdin_utf8","attempt-00-stdin_utf8-shell","stdin_utf8","shell","codex","exit","success","unknown","93280418408","20441","/bin/bash -lc ""printf '第一行\\n\\n最后一行\\n' | python3 -c 'import sys; print(sys.stdin.read(), end=\""\"")'""","attempts/pair-00-stdin_utf8/shell","success","unknown","true","success"
"pair-00-stdin_utf8","attempt-00-stdin_utf8-shell","stdin_utf8","shell","codex","reap","success","unknown","93280433537","unknown","unknown","attempts/pair-00-stdin_utf8/shell","unknown","unknown","unknown","unknown"
"pair-00-stdin_utf8","attempt-00-stdin_utf8-shell","stdin_utf8","shell","io","drain","success","unknown","93280437840","unknown","unknown","attempts/pair-00-stdin_utf8/shell","unknown","unknown","unknown","unknown"
"pair-00-stdin_utf8","attempt-00-stdin_utf8-shell","stdin_utf8","shell","child","exit","success","unknown","93280441329","unknown","/bin/bash -lc ""printf '第一行\\n\\n最后一行\\n' | python3 -c 'import sys; print(sys.stdin.read(), end=\""\"")'""","attempts/pair-00-stdin_utf8/shell","unknown","unknown","unknown","success"
"pair-00-cwd_environment","attempt-00-cwd_environment-shell","cwd_environment","shell","codex","start","unknown","unknown","99280830150","unknown","printf '%s|%s\n' ""$PWD"" ""$MBTX_EVAL_MARKER""","attempts/pair-00-cwd_environment/shell","unknown","unknown","unknown","unknown"
"pair-00-cwd_environment","attempt-00-cwd_environment-shell","cwd_environment","shell","codex","exit","success","unknown","119327131433","20046","/bin/bash -lc ""printf '%s|%s\\n' \""""'$PWD"" ""$MBTX_EVAL_MARKER""'","attempts/pair-00-cwd_environment/shell","success","unknown","true","success"
"pair-00-cwd_environment","attempt-00-cwd_environment-shell","cwd_environment","shell","codex","reap","success","unknown","119327145396","unknown","unknown","attempts/pair-00-cwd_environment/shell","unknown","unknown","unknown","unknown"
"pair-00-cwd_environment","attempt-00-cwd_environment-shell","cwd_environment","shell","io","drain","success","unknown","119327148836","unknown","unknown","attempts/pair-00-cwd_environment/shell","unknown","unknown","unknown","unknown"
"pair-00-cwd_environment","attempt-00-cwd_environment-shell","cwd_environment","shell","child","exit","success","unknown","119327151835","unknown","/bin/bash -lc ""printf '%s|%s\\n' \""""'$PWD"" ""$MBTX_EVAL_MARKER""'","attempts/pair-00-cwd_environment/shell","unknown","unknown","unknown","success"
"pair-00-cwd_environment","attempt-00-cwd_environment-transparent","cwd_environment","transparent","codex","start","unknown","unknown","125327553876","unknown","printf '%s|%s\n' ""$PWD"" ""$MBTX_EVAL_MARKER""","attempts/pair-00-cwd_environment/transparent","unknown","unknown","unknown","unknown"
"pair-00-cwd_environment","attempt-00-cwd_environment-transparent","cwd_environment","transparent","codex","exit","success","unknown","142548088054","17220","/bin/bash -lc ""printf '%s|%s
' \""""'$PWD"" ""$MBTX_EVAL_MARKER""'","attempts/pair-00-cwd_environment/transparent","success","unknown","true","success"
"pair-00-cwd_environment","attempt-00-cwd_environment-transparent","cwd_environment","transparent","codex","reap","success","unknown","142548107480","unknown","unknown","attempts/pair-00-cwd_environment/transparent","unknown","unknown","unknown","unknown"
"pair-00-cwd_environment","attempt-00-cwd_environment-transparent","cwd_environment","transparent","io","drain","success","unknown","142548111491","unknown","unknown","attempts/pair-00-cwd_environment/transparent","unknown","unknown","unknown","unknown"
"pair-00-cwd_environment","attempt-00-cwd_environment-transparent","cwd_environment","transparent","child","exit","success","unknown","142548114833","unknown","/bin/bash -lc ""printf '%s|%s
' \""""'$PWD"" ""$MBTX_EVAL_MARKER""'","attempts/pair-00-cwd_environment/transparent","unknown","unknown","unknown","success"
"pair-00-large_output","attempt-00-large_output-transparent","large_output","transparent","codex","start","unknown","unknown","148548508932","unknown","python3 -c 'import sys; sys.stdout.write(""x""*65536); sys.stderr.write(""e""*4096)'","attempts/pair-00-large_output/transparent","unknown","unknown","unknown","unknown"
"pair-00-large_output","attempt-00-large_output-transparent","large_output","transparent","codex","exit","success","unknown","168835367099","20286","/bin/bash -lc ""python3 -c 'import sys; sys.stdout.write(\""x\""*65536); sys.stderr.write(\""e\""*4096)'""","attempts/pair-00-large_output/transparent","success","unknown","true","success"
"pair-00-large_output","attempt-00-large_output-transparent","large_output","transparent","codex","reap","success","unknown","168835380341","unknown","unknown","attempts/pair-00-large_output/transparent","unknown","unknown","unknown","unknown"
"pair-00-large_output","attempt-00-large_output-transparent","large_output","transparent","io","drain","success","unknown","168835384930","unknown","unknown","attempts/pair-00-large_output/transparent","unknown","unknown","unknown","unknown"
"pair-00-large_output","attempt-00-large_output-transparent","large_output","transparent","child","exit","success","unknown","168835387806","unknown","/bin/bash -lc ""python3 -c 'import sys; sys.stdout.write(\""x\""*65536); sys.stderr.write(\""e\""*4096)'""","attempts/pair-00-large_output/transparent","unknown","unknown","unknown","success"
"pair-00-large_output","attempt-00-large_output-shell","large_output","shell","codex","start","unknown","unknown","174835922304","unknown","python3 -c 'import sys; sys.stdout.write(""x""*65536); sys.stderr.write(""e""*4096)'","attempts/pair-00-large_output/shell","unknown","unknown","unknown","unknown"
"pair-00-large_output","attempt-00-large_output-shell","large_output","shell","codex","exit","success","unknown","192769782941","17933","/bin/bash -lc ""python3 -c 'import sys; sys.stdout.write(\""x\""*65536); sys.stderr.write(\""e\""*4096)'""","attempts/pair-00-large_output/shell","success","unknown","true","success"
"pair-00-large_output","attempt-00-large_output-shell","large_output","shell","codex","reap","success","unknown","192769796696","unknown","unknown","attempts/pair-00-large_output/shell","unknown","unknown","unknown","unknown"
"pair-00-large_output","attempt-00-large_output-shell","large_output","shell","io","drain","success","unknown","192769800828","unknown","unknown","attempts/pair-00-large_output/shell","unknown","unknown","unknown","unknown"
"pair-00-large_output","attempt-00-large_output-shell","large_output","shell","child","exit","success","unknown","192769804206","unknown","/bin/bash -lc ""python3 -c 'import sys; sys.stdout.write(\""x\""*65536); sys.stderr.write(\""e\""*4096)'""","attempts/pair-00-large_output/shell","unknown","unknown","unknown","success"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-shell","nonzero_exit","shell","codex","start","unknown","unknown","198770207035","unknown","python3 -c 'import sys; print(""expected failure"", file=sys.stderr); sys.exit(7)'","attempts/pair-00-nonzero_exit/shell","unknown","unknown","unknown","unknown"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-shell","nonzero_exit","shell","codex","exit","success","unknown","217557879196","18787","/bin/bash -lc ""python3 -c 'import sys; print(\""expected failure\"", file=sys.stderr); sys.exit(7)'""","attempts/pair-00-nonzero_exit/shell","success","unknown","true","success"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-shell","nonzero_exit","shell","codex","reap","success","unknown","217557894284","unknown","unknown","attempts/pair-00-nonzero_exit/shell","unknown","unknown","unknown","unknown"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-shell","nonzero_exit","shell","io","drain","success","unknown","217557897696","unknown","unknown","attempts/pair-00-nonzero_exit/shell","unknown","unknown","unknown","unknown"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-shell","nonzero_exit","shell","child","exit","success","unknown","217557900562","unknown","/bin/bash -lc ""python3 -c 'import sys; print(\""expected failure\"", file=sys.stderr); sys.exit(7)'""","attempts/pair-00-nonzero_exit/shell","unknown","unknown","unknown","success"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-transparent","nonzero_exit","transparent","codex","start","unknown","unknown","223558287425","unknown","python3 -c 'import sys; print(""expected failure"", file=sys.stderr); sys.exit(7)'","attempts/pair-00-nonzero_exit/transparent","unknown","unknown","unknown","unknown"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-transparent","nonzero_exit","transparent","codex","exit","success","unknown","245794509835","22236","/bin/bash -lc ""python3 -c 'import sys; print(\""expected failure\"", file=sys.stderr); sys.exit(7)'""","attempts/pair-00-nonzero_exit/transparent","success","unknown","true","success"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-transparent","nonzero_exit","transparent","codex","reap","success","unknown","245794528579","unknown","unknown","attempts/pair-00-nonzero_exit/transparent","unknown","unknown","unknown","unknown"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-transparent","nonzero_exit","transparent","io","drain","success","unknown","245794532613","unknown","unknown","attempts/pair-00-nonzero_exit/transparent","unknown","unknown","unknown","unknown"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-transparent","nonzero_exit","transparent","child","exit","success","unknown","245794535651","unknown","/bin/bash -lc ""python3 -c 'import sys; print(\""expected failure\"", file=sys.stderr); sys.exit(7)'""","attempts/pair-00-nonzero_exit/transparent","unknown","unknown","unknown","success"
"pair-00-background_cleanup","attempt-00-background_cleanup-transparent","background_cleanup","transparent","codex","start","unknown","unknown","251794914206","unknown","python3 -c 'import subprocess; p=subprocess.Popen([""sh"",""-c"",""sleep 0.1""]); print(""child-started"", flush=True); p.wait(); print(""child-clean"")'","attempts/pair-00-background_cleanup/transparent","unknown","unknown","unknown","unknown"
"pair-00-background_cleanup","attempt-00-background_cleanup-transparent","background_cleanup","transparent","codex","exit","success","unknown","268655682654","16860","/bin/bash -lc ""python3 -c 'import subprocess; p=subprocess.Popen([\""sh\"",\""-c\"",\""sleep 0.1\""]); print(\""child-started\"", flush=True); p.wait(); print(\""child-clean\"")'""","attempts/pair-00-background_cleanup/transparent","success","unknown","true","success"
"pair-00-background_cleanup","attempt-00-background_cleanup-transparent","background_cleanup","transparent","codex","reap","success","unknown","268655697217","unknown","unknown","attempts/pair-00-background_cleanup/transparent","unknown","unknown","unknown","unknown"
"pair-00-background_cleanup","attempt-00-background_cleanup-transparent","background_cleanup","transparent","io","drain","success","unknown","268655707669","unknown","unknown","attempts/pair-00-background_cleanup/transparent","unknown","unknown","unknown","unknown"
"pair-00-background_cleanup","attempt-00-background_cleanup-transparent","background_cleanup","transparent","child","exit","success","unknown","268655710982","unknown","/bin/bash -lc ""python3 -c 'import subprocess; p=subprocess.Popen([\""sh\"",\""-c\"",\""sleep 0.1\""]); print(\""child-started\"", flush=True); p.wait(); print(\""child-clean\"")'""","attempts/pair-00-background_cleanup/transparent","unknown","unknown","unknown","success"
"pair-00-background_cleanup","attempt-00-background_cleanup-shell","background_cleanup","shell","codex","start","unknown","unknown","274656035014","unknown","python3 -c 'import subprocess; p=subprocess.Popen([""sh"",""-c"",""sleep 0.1""]); print(""child-started"", flush=True); p.wait(); print(""child-clean"")'","attempts/pair-00-background_cleanup/shell","unknown","unknown","unknown","unknown"
"pair-00-background_cleanup","attempt-00-background_cleanup-shell","background_cleanup","shell","codex","exit","success","unknown","293435630839","18779","/bin/bash -lc ""python3 -c 'import subprocess; p=subprocess.Popen([\""sh\"",\""-c\"",\""sleep 0.1\""]); print(\""child-started\"", flush=True); p.wait(); print(\""child-clean\"")'""","attempts/pair-00-background_cleanup/shell","success","unknown","true","success"
"pair-00-background_cleanup","attempt-00-background_cleanup-shell","background_cleanup","shell","codex","reap","success","unknown","293435649520","unknown","unknown","attempts/pair-00-background_cleanup/shell","unknown","unknown","unknown","unknown"
"pair-00-background_cleanup","attempt-00-background_cleanup-shell","background_cleanup","shell","io","drain","success","unknown","293435652961","unknown","unknown","attempts/pair-00-background_cleanup/shell","unknown","unknown","unknown","unknown"
"pair-00-background_cleanup","attempt-00-background_cleanup-shell","background_cleanup","shell","child","exit","success","unknown","293435657886","unknown","/bin/bash -lc ""python3 -c 'import subprocess; p=subprocess.Popen([\""sh\"",\""-c\"",\""sleep 0.1\""]); print(\""child-started\"", flush=True); p.wait(); print(\""child-clean\"")'""","attempts/pair-00-background_cleanup/shell","unknown","unknown","unknown","success"
"pair-00-signal_exit","attempt-00-signal_exit-shell","signal_exit","shell","codex","start","unknown","unknown","299436099970","unknown","python3 -c 'import os,signal; print(""term-start"", flush=True); os.kill(os.getpid(), signal.SIGTERM)'","attempts/pair-00-signal_exit/shell","unknown","unknown","unknown","unknown"
"pair-00-signal_exit","attempt-00-signal_exit-shell","signal_exit","shell","codex","exit","success","unknown","317559916046","18123","/bin/bash -lc ""python3 -c 'import os,signal; print(\""term-start\"", flush=True); os.kill(os.getpid(), signal.SIGTERM)'""","attempts/pair-00-signal_exit/shell","success","unknown","true","success"
"pair-00-signal_exit","attempt-00-signal_exit-shell","signal_exit","shell","codex","reap","success","unknown","317559932991","unknown","unknown","attempts/pair-00-signal_exit/shell","unknown","unknown","unknown","unknown"
"pair-00-signal_exit","attempt-00-signal_exit-shell","signal_exit","shell","io","drain","success","unknown","317559936884","unknown","unknown","attempts/pair-00-signal_exit/shell","unknown","unknown","unknown","unknown"
"pair-00-signal_exit","attempt-00-signal_exit-shell","signal_exit","shell","child","exit","success","unknown","317559940159","unknown","/bin/bash -lc ""python3 -c 'import os,signal; print(\""term-start\"", flush=True); os.kill(os.getpid(), signal.SIGTERM)'""","attempts/pair-00-signal_exit/shell","unknown","unknown","unknown","success"
"pair-00-signal_exit","attempt-00-signal_exit-transparent","signal_exit","transparent","codex","start","unknown","unknown","323560396707","unknown","python3 -c 'import os,signal; print(""term-start"", flush=True); os.kill(os.getpid(), signal.SIGTERM)'","attempts/pair-00-signal_exit/transparent","unknown","unknown","unknown","unknown"
"pair-00-signal_exit","attempt-00-signal_exit-transparent","signal_exit","transparent","codex","exit","success","unknown","342113012031","18552","/bin/bash -lc ""python3 -c 'import os,signal; print(\""term-start\"", flush=True); os.kill(os.getpid(), signal.SIGTERM)'""","attempts/pair-00-signal_exit/transparent","success","unknown","true","success"
"pair-00-signal_exit","attempt-00-signal_exit-transparent","signal_exit","transparent","codex","reap","success","unknown","342113027648","unknown","unknown","attempts/pair-00-signal_exit/transparent","unknown","unknown","unknown","unknown"
"pair-00-signal_exit","attempt-00-signal_exit-transparent","signal_exit","transparent","io","drain","success","unknown","342113031232","unknown","unknown","attempts/pair-00-signal_exit/transparent","unknown","unknown","unknown","unknown"
"pair-00-signal_exit","attempt-00-signal_exit-transparent","signal_exit","transparent","child","exit","success","unknown","342113033991","unknown","/bin/bash -lc ""python3 -c 'import os,signal; print(\""term-start\"", flush=True); os.kill(os.getpid(), signal.SIGTERM)'""","attempts/pair-00-signal_exit/transparent","unknown","unknown","unknown","success"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-transparent","repeated_recovery","transparent","codex","start","unknown","unknown","348113517032","unknown","python3 -c 'print(""recovery-ok"")'","attempts/pair-00-repeated_recovery/transparent","unknown","unknown","unknown","unknown"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-transparent","repeated_recovery","transparent","codex","exit","success","unknown","365093110591","16979","/bin/bash -lc ""python3 -c 'print(\""recovery-ok\"")'""","attempts/pair-00-repeated_recovery/transparent","success","unknown","true","success"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-transparent","repeated_recovery","transparent","codex","reap","success","unknown","365093126814","unknown","unknown","attempts/pair-00-repeated_recovery/transparent","unknown","unknown","unknown","unknown"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-transparent","repeated_recovery","transparent","io","drain","success","unknown","365093130241","unknown","unknown","attempts/pair-00-repeated_recovery/transparent","unknown","unknown","unknown","unknown"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-transparent","repeated_recovery","transparent","child","exit","success","unknown","365093133262","unknown","/bin/bash -lc ""python3 -c 'print(\""recovery-ok\"")'""","attempts/pair-00-repeated_recovery/transparent","unknown","unknown","unknown","success"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-shell","repeated_recovery","shell","codex","start","unknown","unknown","371093566669","unknown","python3 -c 'print(""recovery-ok"")'","attempts/pair-00-repeated_recovery/shell","unknown","unknown","unknown","unknown"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-shell","repeated_recovery","shell","codex","exit","success","unknown","388482672898","17389","/bin/bash -lc ""python3 -c 'print(\""recovery-ok\"")'""","attempts/pair-00-repeated_recovery/shell","success","unknown","true","success"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-shell","repeated_recovery","shell","codex","reap","success","unknown","388482688409","unknown","unknown","attempts/pair-00-repeated_recovery/shell","unknown","unknown","unknown","unknown"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-shell","repeated_recovery","shell","io","drain","success","unknown","388482691784","unknown","unknown","attempts/pair-00-repeated_recovery/shell","unknown","unknown","unknown","unknown"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-shell","repeated_recovery","shell","child","exit","success","unknown","388482697023","unknown","/bin/bash -lc ""python3 -c 'print(\""recovery-ok\"")'""","attempts/pair-00-repeated_recovery/shell","unknown","unknown","unknown","success"
"pair-01-literal_argv","attempt-01-literal_argv-transparent","literal_argv","transparent","codex","start","unknown","unknown","394483186610","unknown","python3 -c 'import sys; print(repr(sys.argv[1:]))' 'alpha beta' 'quote""double' 'dollar$' '$(touch SHOULD_NOT_EXIST)'","attempts/pair-01-literal_argv/transparent","unknown","unknown","unknown","unknown"
"pair-01-literal_argv","attempt-01-literal_argv-transparent","literal_argv","transparent","codex","exit","success","unknown","413504638938","19021","/bin/bash -lc ""python3 -c 'import sys; print(repr(sys.argv[1:]))' 'alpha beta' 'quote\""double' 'dollar""'$'""' '""'$(touch SHOULD_NOT_EXIST)'""'""","attempts/pair-01-literal_argv/transparent","success","unknown","true","success"
"pair-01-literal_argv","attempt-01-literal_argv-transparent","literal_argv","transparent","codex","reap","success","unknown","413504653546","unknown","unknown","attempts/pair-01-literal_argv/transparent","unknown","unknown","unknown","unknown"
"pair-01-literal_argv","attempt-01-literal_argv-transparent","literal_argv","transparent","io","drain","success","unknown","413504657671","unknown","unknown","attempts/pair-01-literal_argv/transparent","unknown","unknown","unknown","unknown"
"pair-01-literal_argv","attempt-01-literal_argv-transparent","literal_argv","transparent","child","exit","success","unknown","413504661166","unknown","/bin/bash -lc ""python3 -c 'import sys; print(repr(sys.argv[1:]))' 'alpha beta' 'quote\""double' 'dollar""'$'""' '""'$(touch SHOULD_NOT_EXIST)'""'""","attempts/pair-01-literal_argv/transparent","unknown","unknown","unknown","success"
"pair-01-literal_argv","attempt-01-literal_argv-shell","literal_argv","shell","codex","start","unknown","unknown","419505060357","unknown","python3 -c 'import sys; print(repr(sys.argv[1:]))' 'alpha beta' 'quote""double' 'dollar$' '$(touch SHOULD_NOT_EXIST)'","attempts/pair-01-literal_argv/shell","unknown","unknown","unknown","unknown"
"pair-01-literal_argv","attempt-01-literal_argv-shell","literal_argv","shell","codex","exit","success","unknown","437724201906","18219","/bin/bash -lc ""python3 -c 'import sys; print(repr(sys.argv[1:]))' 'alpha beta' 'quote\""double' 'dollar""'$'""' '""'$(touch SHOULD_NOT_EXIST)'""'""","attempts/pair-01-literal_argv/shell","success","unknown","true","success"
"pair-01-literal_argv","attempt-01-literal_argv-shell","literal_argv","shell","codex","reap","success","unknown","437724219792","unknown","unknown","attempts/pair-01-literal_argv/shell","unknown","unknown","unknown","unknown"
"pair-01-literal_argv","attempt-01-literal_argv-shell","literal_argv","shell","io","drain","success","unknown","437724223140","unknown","unknown","attempts/pair-01-literal_argv/shell","unknown","unknown","unknown","unknown"
"pair-01-literal_argv","attempt-01-literal_argv-shell","literal_argv","shell","child","exit","success","unknown","437724225817","unknown","/bin/bash -lc ""python3 -c 'import sys; print(repr(sys.argv[1:]))' 'alpha beta' 'quote\""double' 'dollar""'$'""' '""'$(touch SHOULD_NOT_EXIST)'""'""","attempts/pair-01-literal_argv/shell","unknown","unknown","unknown","success"
"pair-01-stdin_utf8","attempt-01-stdin_utf8-shell","stdin_utf8","shell","codex","start","unknown","unknown","443724617621","unknown","printf '第一行\n\n最后一行\n' | python3 -c 'import sys; print(sys.stdin.read(), end="""")'","attempts/pair-01-stdin_utf8/shell","unknown","unknown","unknown","unknown"
"pair-01-stdin_utf8","attempt-01-stdin_utf8-shell","stdin_utf8","shell","codex","exit","success","unknown","461835364699","18110","/bin/bash -lc ""printf '第一行\\n\\n最后一行\\n' | python3 -c 'import sys; print(sys.stdin.read(), end=\""\"")'""","attempts/pair-01-stdin_utf8/shell","success","unknown","true","success"
"pair-01-stdin_utf8","attempt-01-stdin_utf8-shell","stdin_utf8","shell","codex","reap","success","unknown","461835383178","unknown","unknown","attempts/pair-01-stdin_utf8/shell","unknown","unknown","unknown","unknown"
"pair-01-stdin_utf8","attempt-01-stdin_utf8-shell","stdin_utf8","shell","io","drain","success","unknown","461835386738","unknown","unknown","attempts/pair-01-stdin_utf8/shell","unknown","unknown","unknown","unknown"
"pair-01-stdin_utf8","attempt-01-stdin_utf8-shell","stdin_utf8","shell","child","exit","success","unknown","461835389504","unknown","/bin/bash -lc ""printf '第一行\\n\\n最后一行\\n' | python3 -c 'import sys; print(sys.stdin.read(), end=\""\"")'""","attempts/pair-01-stdin_utf8/shell","unknown","unknown","unknown","success"
"pair-01-stdin_utf8","attempt-01-stdin_utf8-transparent","stdin_utf8","transparent","codex","start","unknown","unknown","467835828104","unknown","printf '第一行\n\n最后一行\n' | python3 -c 'import sys; print(sys.stdin.read(), end="""")'","attempts/pair-01-stdin_utf8/transparent","unknown","unknown","unknown","unknown"
"pair-01-stdin_utf8","attempt-01-stdin_utf8-transparent","stdin_utf8","transparent","codex","exit","success","unknown","487379183425","19543","/bin/bash -lc ""printf '第一行\\n\\n最后一行\\n' | python3 -c 'import sys; print(sys.stdin.read(), end=\""\"")'""","attempts/pair-01-stdin_utf8/transparent","success","unknown","true","success"
"pair-01-stdin_utf8","attempt-01-stdin_utf8-transparent","stdin_utf8","transparent","codex","reap","success","unknown","487379198180","unknown","unknown","attempts/pair-01-stdin_utf8/transparent","unknown","unknown","unknown","unknown"
"pair-01-stdin_utf8","attempt-01-stdin_utf8-transparent","stdin_utf8","transparent","io","drain","success","unknown","487379203382","unknown","unknown","attempts/pair-01-stdin_utf8/transparent","unknown","unknown","unknown","unknown"
"pair-01-stdin_utf8","attempt-01-stdin_utf8-transparent","stdin_utf8","transparent","child","exit","success","unknown","487379206078","unknown","/bin/bash -lc ""printf '第一行\\n\\n最后一行\\n' | python3 -c 'import sys; print(sys.stdin.read(), end=\""\"")'""","attempts/pair-01-stdin_utf8/transparent","unknown","unknown","unknown","success"
"pair-01-cwd_environment","attempt-01-cwd_environment-transparent","cwd_environment","transparent","codex","start","unknown","unknown","493379601409","unknown","printf '%s|%s\n' ""$PWD"" ""$MBTX_EVAL_MARKER""","attempts/pair-01-cwd_environment/transparent","unknown","unknown","unknown","unknown"
"pair-01-cwd_environment","attempt-01-cwd_environment-transparent","cwd_environment","transparent","codex","exit","success","unknown","511416411495","18036","/bin/bash -lc ""printf '%s|%s\\n' \""""'$PWD"" ""$MBTX_EVAL_MARKER""'","attempts/pair-01-cwd_environment/transparent","success","unknown","true","success"
"pair-01-cwd_environment","attempt-01-cwd_environment-transparent","cwd_environment","transparent","codex","reap","success","unknown","511416427898","unknown","unknown","attempts/pair-01-cwd_environment/transparent","unknown","unknown","unknown","unknown"
"pair-01-cwd_environment","attempt-01-cwd_environment-transparent","cwd_environment","transparent","io","drain","success","unknown","511416431643","unknown","unknown","attempts/pair-01-cwd_environment/transparent","unknown","unknown","unknown","unknown"
