pair_id,attempt_id,task_id,backend,phase,event,status,failure_class,monotonic_ns,elapsed_ms,command,artifact_dir,command_outcome,command_failure_class,turn_completed,recorded_status
"pair-00-nonzero_exit","attempt-00-nonzero_exit-shell","nonzero_exit","shell","codex","start","unknown","unknown","841366712197","unknown","python3 -c 'import sys; print(""expected failure"", file=sys.stderr); sys.exit(7)'","attempts/pair-00-nonzero_exit/shell","unknown","unknown","unknown","unknown"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-shell","nonzero_exit","shell","codex","exit","relay_error","relay_request_timeout","1080748398160","239381","/bin/bash -lc ""python3 -c 'import sys; print(\""expected failure\"", file=sys.stderr); sys.exit(7)'""","attempts/pair-00-nonzero_exit/shell","success","unknown","false","success"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-shell","nonzero_exit","shell","codex","reap","success","unknown","1080748410042","unknown","unknown","attempts/pair-00-nonzero_exit/shell","unknown","unknown","unknown","unknown"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-shell","nonzero_exit","shell","io","drain","success","unknown","1080748413621","unknown","unknown","attempts/pair-00-nonzero_exit/shell","unknown","unknown","unknown","unknown"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-shell","nonzero_exit","shell","child","exit","success","unknown","1080748418216","unknown","/bin/bash -lc ""python3 -c 'import sys; print(\""expected failure\"", file=sys.stderr); sys.exit(7)'""","attempts/pair-00-nonzero_exit/shell","unknown","unknown","unknown","success"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-transparent","nonzero_exit","transparent","codex","start","unknown","unknown","1086748751761","unknown","python3 -c 'import sys; print(""expected failure"", file=sys.stderr); sys.exit(7)'","attempts/pair-00-nonzero_exit/transparent","unknown","unknown","unknown","unknown"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-transparent","nonzero_exit","transparent","codex","exit","success","unknown","1253278093910","166529","/bin/bash -lc ""python3 -c 'import sys; print(\""expected failure\"", file=sys.stderr); sys.exit(7)'""","attempts/pair-00-nonzero_exit/transparent","success","unknown","true","success"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-transparent","nonzero_exit","transparent","codex","reap","success","unknown","1253278109862","unknown","unknown","attempts/pair-00-nonzero_exit/transparent","unknown","unknown","unknown","unknown"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-transparent","nonzero_exit","transparent","io","drain","success","unknown","1253278115962","unknown","unknown","attempts/pair-00-nonzero_exit/transparent","unknown","unknown","unknown","unknown"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-transparent","nonzero_exit","transparent","child","exit","success","unknown","1253278121078","unknown","/bin/bash -lc ""python3 -c 'import sys; print(\""expected failure\"", file=sys.stderr); sys.exit(7)'""","attempts/pair-00-nonzero_exit/transparent","unknown","unknown","unknown","success"
"pair-00-background_cleanup","attempt-00-background_cleanup-transparent","background_cleanup","transparent","codex","start","unknown","unknown","1259278541692","unknown","python3 -c 'import subprocess; p=subprocess.Popen([""sh"",""-c"",""sleep 0.1""]); print(""child-started"", flush=True); p.wait(); print(""child-clean"")'","attempts/pair-00-background_cleanup/transparent","unknown","unknown","unknown","unknown"
"pair-00-background_cleanup","attempt-00-background_cleanup-transparent","background_cleanup","transparent","codex","exit","relay_error","relay_request_timeout","1290152930731","30874","unknown","attempts/pair-00-background_cleanup/transparent","unknown","missing_command_event","false","unknown"
"pair-00-background_cleanup","attempt-00-background_cleanup-transparent","background_cleanup","transparent","codex","reap","unknown","missing_command_event","1290152941704","unknown","unknown","attempts/pair-00-background_cleanup/transparent","unknown","unknown","unknown","unknown"
"pair-00-background_cleanup","attempt-00-background_cleanup-transparent","background_cleanup","transparent","io","drain","unknown","missing_command_event","1290152946305","unknown","unknown","attempts/pair-00-background_cleanup/transparent","unknown","unknown","unknown","unknown"
"pair-00-background_cleanup","attempt-00-background_cleanup-shell","background_cleanup","shell","codex","start","unknown","unknown","1296153271563","unknown","python3 -c 'import subprocess; p=subprocess.Popen([""sh"",""-c"",""sleep 0.1""]); print(""child-started"", flush=True); p.wait(); print(""child-clean"")'","attempts/pair-00-background_cleanup/shell","unknown","unknown","unknown","unknown"
"pair-00-background_cleanup","attempt-00-background_cleanup-shell","background_cleanup","shell","codex","exit","success","unknown","1389780479376","93627","/bin/bash -lc ""python3 -c 'import subprocess; p=subprocess.Popen([\""sh\"",\""-c\"",\""sleep 0.1\""]); print(\""child-started\"", flush=True); p.wait(); print(\""child-clean\"")'""","attempts/pair-00-background_cleanup/shell","success","unknown","true","success"
"pair-00-background_cleanup","attempt-00-background_cleanup-shell","background_cleanup","shell","codex","reap","success","unknown","1389780490727","unknown","unknown","attempts/pair-00-background_cleanup/shell","unknown","unknown","unknown","unknown"
"pair-00-background_cleanup","attempt-00-background_cleanup-shell","background_cleanup","shell","io","drain","success","unknown","1389780494652","unknown","unknown","attempts/pair-00-background_cleanup/shell","unknown","unknown","unknown","unknown"
"pair-00-background_cleanup","attempt-00-background_cleanup-shell","background_cleanup","shell","child","exit","success","unknown","1389780499504","unknown","/bin/bash -lc ""python3 -c 'import subprocess; p=subprocess.Popen([\""sh\"",\""-c\"",\""sleep 0.1\""]); print(\""child-started\"", flush=True); p.wait(); print(\""child-clean\"")'""","attempts/pair-00-background_cleanup/shell","unknown","unknown","unknown","success"
"pair-00-signal_exit","attempt-00-signal_exit-shell","signal_exit","shell","codex","start","unknown","unknown","1395780803228","unknown","python3 -c 'import os,signal; print(""term-start"", flush=True); os.kill(os.getpid(), signal.SIGTERM)'","attempts/pair-00-signal_exit/shell","unknown","unknown","unknown","unknown"
"pair-00-signal_exit","attempt-00-signal_exit-shell","signal_exit","shell","codex","exit","success","unknown","1687385822465","291604","/bin/bash -lc ""python3 -c 'import os,signal; print(\""term-start\"", flush=True); os.kill(os.getpid(), signal.SIGTERM)'""","attempts/pair-00-signal_exit/shell","success","unknown","true","success"
"pair-00-signal_exit","attempt-00-signal_exit-shell","signal_exit","shell","codex","reap","success","unknown","1687385833454","unknown","unknown","attempts/pair-00-signal_exit/shell","unknown","unknown","unknown","unknown"
"pair-00-signal_exit","attempt-00-signal_exit-shell","signal_exit","shell","io","drain","success","unknown","1687385837152","unknown","unknown","attempts/pair-00-signal_exit/shell","unknown","unknown","unknown","unknown"
"pair-00-signal_exit","attempt-00-signal_exit-shell","signal_exit","shell","child","exit","success","unknown","1687385840530","unknown","/bin/bash -lc ""python3 -c 'import os,signal; print(\""term-start\"", flush=True); os.kill(os.getpid(), signal.SIGTERM)'""","attempts/pair-00-signal_exit/shell","unknown","unknown","unknown","success"
"pair-00-signal_exit","attempt-00-signal_exit-transparent","signal_exit","transparent","codex","start","unknown","unknown","1693386048428","unknown","python3 -c 'import os,signal; print(""term-start"", flush=True); os.kill(os.getpid(), signal.SIGTERM)'","attempts/pair-00-signal_exit/transparent","unknown","unknown","unknown","unknown"
"pair-00-signal_exit","attempt-00-signal_exit-transparent","signal_exit","transparent","codex","exit","relay_error","relay_request_timeout","1785792882212","92406","/bin/bash -lc ""python3 -c 'import os,signal; print(\""term-start\"", flush=True); os.kill(os.getpid(), signal.SIGTERM)'""","attempts/pair-00-signal_exit/transparent","success","unknown","false","success"
"pair-00-signal_exit","attempt-00-signal_exit-transparent","signal_exit","transparent","codex","reap","success","unknown","1785792894091","unknown","unknown","attempts/pair-00-signal_exit/transparent","unknown","unknown","unknown","unknown"
"pair-00-signal_exit","attempt-00-signal_exit-transparent","signal_exit","transparent","io","drain","success","unknown","1785792897829","unknown","unknown","attempts/pair-00-signal_exit/transparent","unknown","unknown","unknown","unknown"
"pair-00-signal_exit","attempt-00-signal_exit-transparent","signal_exit","transparent","child","exit","success","unknown","1785792900987","unknown","/bin/bash -lc ""python3 -c 'import os,signal; print(\""term-start\"", flush=True); os.kill(os.getpid(), signal.SIGTERM)'""","attempts/pair-00-signal_exit/transparent","unknown","unknown","unknown","success"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-transparent","repeated_recovery","transparent","codex","start","unknown","unknown","1791793128007","unknown","python3 -c 'print(""recovery-ok"")'","attempts/pair-00-repeated_recovery/transparent","unknown","unknown","unknown","unknown"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-transparent","repeated_recovery","transparent","codex","exit","timeout","codex_timeout","2092312757988","300519","unknown","attempts/pair-00-repeated_recovery/transparent","unknown","missing_command_event","false","timeout"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-transparent","repeated_recovery","transparent","codex","reap","timeout","codex_timeout","2092312772321","unknown","unknown","attempts/pair-00-repeated_recovery/transparent","unknown","unknown","unknown","unknown"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-transparent","repeated_recovery","transparent","io","drain","timeout","codex_timeout","2092312778095","unknown","unknown","attempts/pair-00-repeated_recovery/transparent","unknown","unknown","unknown","unknown"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-shell","repeated_recovery","shell","codex","start","unknown","unknown","2098313093853","unknown","python3 -c 'print(""recovery-ok"")'","attempts/pair-00-repeated_recovery/shell","unknown","unknown","unknown","unknown"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-shell","repeated_recovery","shell","codex","exit","success","unknown","2242019241337","143706","/bin/bash -lc ""python3 -c 'print(\""recovery-ok\"")'""","attempts/pair-00-repeated_recovery/shell","success","unknown","true","success"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-shell","repeated_recovery","shell","codex","reap","success","unknown","2242019253051","unknown","unknown","attempts/pair-00-repeated_recovery/shell","unknown","unknown","unknown","unknown"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-shell","repeated_recovery","shell","io","drain","success","unknown","2242019257004","unknown","unknown","attempts/pair-00-repeated_recovery/shell","unknown","unknown","unknown","unknown"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-shell","repeated_recovery","shell","child","exit","success","unknown","2242019260546","unknown","/bin/bash -lc ""python3 -c 'print(\""recovery-ok\"")'""","attempts/pair-00-repeated_recovery/shell","unknown","unknown","unknown","success"
