pair_id,attempt_id,task_id,backend,phase,event,status,failure_class,monotonic_ns,elapsed_ms,command,artifact_dir
"pair-00-signal_exit","attempt-00-6-transparent","signal_exit","transparent","child","start","unknown","unknown","83094194","unknown","unknown","unknown"
"pair-00-signal_exit","attempt-00-6-transparent","signal_exit","transparent","child","exit","success","unknown","84162881","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-00-signal_exit/transparent"
"pair-00-recovery","attempt-00-7-transparent","recovery","transparent","child","start","unknown","unknown","84185657","unknown","unknown","unknown"
"pair-00-recovery","attempt-00-7-transparent","recovery","transparent","child","exit","success","unknown","85345851","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-00-recovery/transparent"
"pair-00-recovery","attempt-00-7-shell","recovery","shell","child","start","unknown","unknown","85371157","unknown","unknown","unknown"
"pair-00-recovery","attempt-00-7-shell","recovery","shell","child","exit","success","unknown","85881418","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-00-recovery/shell"
"pair-01-literal_argv","attempt-01-0-transparent","literal_argv","transparent","child","start","unknown","unknown","85914532","unknown","unknown","unknown"
"pair-01-literal_argv","attempt-01-0-transparent","literal_argv","transparent","child","exit","success","unknown","87054249","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-01-literal_argv/transparent"
"pair-01-literal_argv","attempt-01-0-shell","literal_argv","shell","child","start","unknown","unknown","87079309","unknown","unknown","unknown"
"pair-01-literal_argv","attempt-01-0-shell","literal_argv","shell","child","exit","success","unknown","87552629","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-01-literal_argv/shell"
"pair-01-stdin_utf8","attempt-01-1-shell","stdin_utf8","shell","child","start","unknown","unknown","87585453","unknown","unknown","unknown"
"pair-01-stdin_utf8","attempt-01-1-shell","stdin_utf8","shell","child","exit","success","unknown","88039883","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-01-stdin_utf8/shell"
"pair-01-stdin_utf8","attempt-01-1-transparent","stdin_utf8","transparent","child","start","unknown","unknown","88060955","unknown","unknown","unknown"
"pair-01-stdin_utf8","attempt-01-1-transparent","stdin_utf8","transparent","child","exit","success","unknown","89149097","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-01-stdin_utf8/transparent"
"pair-01-cwd_environment","attempt-01-2-transparent","cwd_environment","transparent","child","start","unknown","unknown","89170304","unknown","unknown","unknown"
"pair-01-cwd_environment","attempt-01-2-transparent","cwd_environment","transparent","child","exit","success","unknown","90350325","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-01-cwd_environment/transparent"
"pair-01-cwd_environment","attempt-01-2-shell","cwd_environment","shell","child","start","unknown","unknown","90366797","unknown","unknown","unknown"
"pair-01-cwd_environment","attempt-01-2-shell","cwd_environment","shell","child","exit","success","unknown","90808398","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-01-cwd_environment/shell"
"pair-01-large_output","attempt-01-3-shell","large_output","shell","child","start","unknown","unknown","90831221","unknown","unknown","unknown"
"pair-01-large_output","attempt-01-3-shell","large_output","shell","child","exit","success","unknown","92219185","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-01-large_output/shell"
"pair-01-large_output","attempt-01-3-transparent","large_output","transparent","child","start","unknown","unknown","92242927","unknown","unknown","unknown"
"pair-01-large_output","attempt-01-3-transparent","large_output","transparent","child","exit","success","unknown","94106413","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-01-large_output/transparent"
"pair-01-nonzero_exit","attempt-01-4-transparent","nonzero_exit","transparent","child","start","unknown","unknown","94130811","unknown","unknown","unknown"
"pair-01-nonzero_exit","attempt-01-4-transparent","nonzero_exit","transparent","child","exit","success","unknown","95189069","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-01-nonzero_exit/transparent"
"pair-01-nonzero_exit","attempt-01-4-shell","nonzero_exit","shell","child","start","unknown","unknown","95204621","unknown","unknown","unknown"
"pair-01-nonzero_exit","attempt-01-4-shell","nonzero_exit","shell","child","exit","success","unknown","95672646","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-01-nonzero_exit/shell"
"pair-01-background_cleanup","attempt-01-5-shell","background_cleanup","shell","child","start","unknown","unknown","95695612","unknown","unknown","unknown"
"pair-01-background_cleanup","attempt-01-5-shell","background_cleanup","shell","child","exit","success","unknown","116858641","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-01-background_cleanup/shell"
"pair-01-background_cleanup","attempt-01-5-transparent","background_cleanup","transparent","child","start","unknown","unknown","116883014","unknown","unknown","unknown"
"pair-01-background_cleanup","attempt-01-5-transparent","background_cleanup","transparent","child","exit","success","unknown","138518401","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-01-background_cleanup/transparent"
"pair-01-signal_exit","attempt-01-6-transparent","signal_exit","transparent","child","start","unknown","unknown","138540648","unknown","unknown","unknown"
"pair-01-signal_exit","attempt-01-6-transparent","signal_exit","transparent","child","exit","success","unknown","139561979","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-01-signal_exit/transparent"
"pair-01-signal_exit","attempt-01-6-shell","signal_exit","shell","child","start","unknown","unknown","139585032","unknown","unknown","unknown"
"pair-01-signal_exit","attempt-01-6-shell","signal_exit","shell","child","exit","success","unknown","140000195","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-01-signal_exit/shell"
"pair-01-recovery","attempt-01-7-shell","recovery","shell","child","start","unknown","unknown","140020929","unknown","unknown","unknown"
"pair-01-recovery","attempt-01-7-shell","recovery","shell","child","exit","success","unknown","140474601","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-01-recovery/shell"
"pair-01-recovery","attempt-01-7-transparent","recovery","transparent","child","start","unknown","unknown","140498377","unknown","unknown","unknown"
"pair-01-recovery","attempt-01-7-transparent","recovery","transparent","child","exit","success","unknown","141562269","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-01-recovery/transparent"
"pair-02-literal_argv","attempt-02-0-shell","literal_argv","shell","child","start","unknown","unknown","141586473","unknown","unknown","unknown"
"pair-02-literal_argv","attempt-02-0-shell","literal_argv","shell","child","exit","success","unknown","142073195","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-02-literal_argv/shell"
"pair-02-literal_argv","attempt-02-0-transparent","literal_argv","transparent","child","start","unknown","unknown","142096759","unknown","unknown","unknown"
"pair-02-literal_argv","attempt-02-0-transparent","literal_argv","transparent","child","exit","success","unknown","143213188","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-02-literal_argv/transparent"
"pair-02-stdin_utf8","attempt-02-1-transparent","stdin_utf8","transparent","child","start","unknown","unknown","143229709","unknown","unknown","unknown"
"pair-02-stdin_utf8","attempt-02-1-transparent","stdin_utf8","transparent","child","exit","success","unknown","144291298","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-02-stdin_utf8/transparent"
"pair-02-stdin_utf8","attempt-02-1-shell","stdin_utf8","shell","child","start","unknown","unknown","144314953","unknown","unknown","unknown"
"pair-02-stdin_utf8","attempt-02-1-shell","stdin_utf8","shell","child","exit","success","unknown","144741469","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-02-stdin_utf8/shell"
"pair-02-cwd_environment","attempt-02-2-shell","cwd_environment","shell","child","start","unknown","unknown","144762535","unknown","unknown","unknown"
"pair-02-cwd_environment","attempt-02-2-shell","cwd_environment","shell","child","exit","success","unknown","145235479","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-02-cwd_environment/shell"
"pair-02-cwd_environment","attempt-02-2-transparent","cwd_environment","transparent","child","start","unknown","unknown","145258866","unknown","unknown","unknown"
"pair-02-cwd_environment","attempt-02-2-transparent","cwd_environment","transparent","child","exit","success","unknown","146302534","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-02-cwd_environment/transparent"
"pair-02-large_output","attempt-02-3-transparent","large_output","transparent","child","start","unknown","unknown","146327879","unknown","unknown","unknown"
"pair-02-large_output","attempt-02-3-transparent","large_output","transparent","child","exit","success","unknown","148028137","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-02-large_output/transparent"
"pair-02-large_output","attempt-02-3-shell","large_output","shell","child","start","unknown","unknown","148053127","unknown","unknown","unknown"
"pair-02-large_output","attempt-02-3-shell","large_output","shell","child","exit","success","unknown","149135618","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-02-large_output/shell"
"pair-02-nonzero_exit","attempt-02-4-shell","nonzero_exit","shell","child","start","unknown","unknown","149159851","unknown","unknown","unknown"
"pair-02-nonzero_exit","attempt-02-4-shell","nonzero_exit","shell","child","exit","success","unknown","149616824","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-02-nonzero_exit/shell"
"pair-02-nonzero_exit","attempt-02-4-transparent","nonzero_exit","transparent","child","start","unknown","unknown","149640762","unknown","unknown","unknown"
"pair-02-nonzero_exit","attempt-02-4-transparent","nonzero_exit","transparent","child","exit","success","unknown","150701230","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-02-nonzero_exit/transparent"
"pair-02-background_cleanup","attempt-02-5-transparent","background_cleanup","transparent","child","start","unknown","unknown","150724108","unknown","unknown","unknown"
"pair-02-background_cleanup","attempt-02-5-transparent","background_cleanup","transparent","child","exit","success","unknown","172454562","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-02-background_cleanup/transparent"
"pair-02-background_cleanup","attempt-02-5-shell","background_cleanup","shell","child","start","unknown","unknown","172477728","unknown","unknown","unknown"
"pair-02-background_cleanup","attempt-02-5-shell","background_cleanup","shell","child","exit","success","unknown","193543837","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-02-background_cleanup/shell"
"pair-02-signal_exit","attempt-02-6-shell","signal_exit","shell","child","start","unknown","unknown","193566126","unknown","unknown","unknown"
"pair-02-signal_exit","attempt-02-6-shell","signal_exit","shell","child","exit","success","unknown","193995018","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-02-signal_exit/shell"
"pair-02-signal_exit","attempt-02-6-transparent","signal_exit","transparent","child","start","unknown","unknown","194016093","unknown","unknown","unknown"
"pair-02-signal_exit","attempt-02-6-transparent","signal_exit","transparent","child","exit","success","unknown","195032822","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-02-signal_exit/transparent"
"pair-02-recovery","attempt-02-7-transparent","recovery","transparent","child","start","unknown","unknown","195055057","unknown","unknown","unknown"
"pair-02-recovery","attempt-02-7-transparent","recovery","transparent","child","exit","success","unknown","196109496","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-02-recovery/transparent"
"pair-02-recovery","attempt-02-7-shell","recovery","shell","child","start","unknown","unknown","196133754","unknown","unknown","unknown"
"pair-02-recovery","attempt-02-7-shell","recovery","shell","child","exit","success","unknown","196559196","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-02-recovery/shell"
"pair-03-literal_argv","attempt-03-0-transparent","literal_argv","transparent","child","start","unknown","unknown","196579764","unknown","unknown","unknown"
"pair-03-literal_argv","attempt-03-0-transparent","literal_argv","transparent","child","exit","success","unknown","197660963","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-03-literal_argv/transparent"
"pair-03-literal_argv","attempt-03-0-shell","literal_argv","shell","child","start","unknown","unknown","197684494","unknown","unknown","unknown"
"pair-03-literal_argv","attempt-03-0-shell","literal_argv","shell","child","exit","success","unknown","198108333","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-03-literal_argv/shell"
"pair-03-stdin_utf8","attempt-03-1-shell","stdin_utf8","shell","child","start","unknown","unknown","198130967","unknown","unknown","unknown"
"pair-03-stdin_utf8","attempt-03-1-shell","stdin_utf8","shell","child","exit","success","unknown","198556256","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-03-stdin_utf8/shell"
"pair-03-stdin_utf8","attempt-03-1-transparent","stdin_utf8","transparent","child","start","unknown","unknown","198578253","unknown","unknown","unknown"
"pair-03-stdin_utf8","attempt-03-1-transparent","stdin_utf8","transparent","child","exit","success","unknown","199638252","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-03-stdin_utf8/transparent"
"pair-03-cwd_environment","attempt-03-2-transparent","cwd_environment","transparent","child","start","unknown","unknown","199661284","unknown","unknown","unknown"
"pair-03-cwd_environment","attempt-03-2-transparent","cwd_environment","transparent","child","exit","success","unknown","200783227","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-03-cwd_environment/transparent"
"pair-03-cwd_environment","attempt-03-2-shell","cwd_environment","shell","child","start","unknown","unknown","200806781","unknown","unknown","unknown"
"pair-03-cwd_environment","attempt-03-2-shell","cwd_environment","shell","child","exit","success","unknown","201223366","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-03-cwd_environment/shell"
"pair-03-large_output","attempt-03-3-shell","large_output","shell","child","start","unknown","unknown","201244417","unknown","unknown","unknown"
"pair-03-large_output","attempt-03-3-shell","large_output","shell","child","exit","success","unknown","202387921","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-03-large_output/shell"
"pair-03-large_output","attempt-03-3-transparent","large_output","transparent","child","start","unknown","unknown","202412341","unknown","unknown","unknown"
"pair-03-large_output","attempt-03-3-transparent","large_output","transparent","child","exit","success","unknown","204166935","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-03-large_output/transparent"
"pair-03-nonzero_exit","attempt-03-4-transparent","nonzero_exit","transparent","child","start","unknown","unknown","204190472","unknown","unknown","unknown"
"pair-03-nonzero_exit","attempt-03-4-transparent","nonzero_exit","transparent","child","exit","success","unknown","205345360","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-03-nonzero_exit/transparent"
"pair-03-nonzero_exit","attempt-03-4-shell","nonzero_exit","shell","child","start","unknown","unknown","205366995","unknown","unknown","unknown"
"pair-03-nonzero_exit","attempt-03-4-shell","nonzero_exit","shell","child","exit","success","unknown","205831525","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-03-nonzero_exit/shell"
"pair-03-background_cleanup","attempt-03-5-shell","background_cleanup","shell","child","start","unknown","unknown","205858855","unknown","unknown","unknown"
"pair-03-background_cleanup","attempt-03-5-shell","background_cleanup","shell","child","exit","success","unknown","227203427","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-03-background_cleanup/shell"
"pair-03-background_cleanup","attempt-03-5-transparent","background_cleanup","transparent","child","start","unknown","unknown","227238896","unknown","unknown","unknown"
"pair-03-background_cleanup","attempt-03-5-transparent","background_cleanup","transparent","child","exit","success","unknown","248990431","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-03-background_cleanup/transparent"
"pair-03-signal_exit","attempt-03-6-transparent","signal_exit","transparent","child","start","unknown","unknown","249006950","unknown","unknown","unknown"
"pair-03-signal_exit","attempt-03-6-transparent","signal_exit","transparent","child","exit","success","unknown","250296853","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-03-signal_exit/transparent"
"pair-03-signal_exit","attempt-03-6-shell","signal_exit","shell","child","start","unknown","unknown","250312741","unknown","unknown","unknown"
"pair-03-signal_exit","attempt-03-6-shell","signal_exit","shell","child","exit","success","unknown","250713451","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-03-signal_exit/shell"
"pair-03-recovery","attempt-03-7-shell","recovery","shell","child","start","unknown","unknown","250728435","unknown","unknown","unknown"
"pair-03-recovery","attempt-03-7-shell","recovery","shell","child","exit","success","unknown","251194431","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-03-recovery/shell"
"pair-03-recovery","attempt-03-7-transparent","recovery","transparent","child","start","unknown","unknown","251217233","unknown","unknown","unknown"
"pair-03-recovery","attempt-03-7-transparent","recovery","transparent","child","exit","success","unknown","252285134","unknown","unknown","/home/zseanyves/Moonbit/Codex-MBTX/evidence/linux/launcher/20260913T055354901398588/pair-03-recovery/transparent"
