pair_id,attempt_id,task_id,backend,phase,event,status,failure_class,monotonic_ns,elapsed_ms,command,artifact_dir
"pair-00-stdin_utf8","attempt-00-stdin_utf8-shell","stdin_utf8","shell","io","drain","unknown","missing_command_event","2060328295","unknown","unknown","attempts/pair-00-stdin_utf8/shell"
"pair-00-cwd_environment","attempt-00-cwd_environment-shell","cwd_environment","shell","codex","start","unknown","unknown","2060408228","unknown","printf '%s|%s\n' ""$PWD"" ""$MBTX_EVAL_MARKER""","attempts/pair-00-cwd_environment/shell"
"pair-00-cwd_environment","attempt-00-cwd_environment-shell","cwd_environment","shell","codex","exit","unknown","missing_command_event","2486986186","426","unknown","attempts/pair-00-cwd_environment/shell"
"pair-00-cwd_environment","attempt-00-cwd_environment-shell","cwd_environment","shell","codex","reap","unknown","missing_command_event","2486997422","unknown","unknown","attempts/pair-00-cwd_environment/shell"
"pair-00-cwd_environment","attempt-00-cwd_environment-shell","cwd_environment","shell","io","drain","unknown","missing_command_event","2487001158","unknown","unknown","attempts/pair-00-cwd_environment/shell"
"pair-00-cwd_environment","attempt-00-cwd_environment-transparent","cwd_environment","transparent","codex","start","unknown","unknown","2487075951","unknown","printf '%s|%s\n' ""$PWD"" ""$MBTX_EVAL_MARKER""","attempts/pair-00-cwd_environment/transparent"
"pair-00-cwd_environment","attempt-00-cwd_environment-transparent","cwd_environment","transparent","codex","exit","unknown","missing_command_event","2989049046","501","unknown","attempts/pair-00-cwd_environment/transparent"
"pair-00-cwd_environment","attempt-00-cwd_environment-transparent","cwd_environment","transparent","codex","reap","unknown","missing_command_event","2989060059","unknown","unknown","attempts/pair-00-cwd_environment/transparent"
"pair-00-cwd_environment","attempt-00-cwd_environment-transparent","cwd_environment","transparent","io","drain","unknown","missing_command_event","2989065158","unknown","unknown","attempts/pair-00-cwd_environment/transparent"
"pair-00-large_output","attempt-00-large_output-transparent","large_output","transparent","codex","start","unknown","unknown","2989142625","unknown","python3 -c 'import sys; sys.stdout.write(""x""*65536); sys.stderr.write(""e""*4096)'","attempts/pair-00-large_output/transparent"
"pair-00-large_output","attempt-00-large_output-transparent","large_output","transparent","codex","exit","unknown","missing_command_event","3416494847","427","unknown","attempts/pair-00-large_output/transparent"
"pair-00-large_output","attempt-00-large_output-transparent","large_output","transparent","codex","reap","unknown","missing_command_event","3416505634","unknown","unknown","attempts/pair-00-large_output/transparent"
"pair-00-large_output","attempt-00-large_output-transparent","large_output","transparent","io","drain","unknown","missing_command_event","3416513657","unknown","unknown","attempts/pair-00-large_output/transparent"
"pair-00-large_output","attempt-00-large_output-shell","large_output","shell","codex","start","unknown","unknown","3416588165","unknown","python3 -c 'import sys; sys.stdout.write(""x""*65536); sys.stderr.write(""e""*4096)'","attempts/pair-00-large_output/shell"
"pair-00-large_output","attempt-00-large_output-shell","large_output","shell","codex","exit","unknown","missing_command_event","3969787214","553","unknown","attempts/pair-00-large_output/shell"
"pair-00-large_output","attempt-00-large_output-shell","large_output","shell","codex","reap","unknown","missing_command_event","3969797507","unknown","unknown","attempts/pair-00-large_output/shell"
"pair-00-large_output","attempt-00-large_output-shell","large_output","shell","io","drain","unknown","missing_command_event","3969802335","unknown","unknown","attempts/pair-00-large_output/shell"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-shell","nonzero_exit","shell","codex","start","unknown","unknown","3969883617","unknown","python3 -c 'import sys; print(""expected failure"", file=sys.stderr); sys.exit(7)'","attempts/pair-00-nonzero_exit/shell"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-shell","nonzero_exit","shell","codex","exit","unknown","missing_command_event","4522326027","552","unknown","attempts/pair-00-nonzero_exit/shell"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-shell","nonzero_exit","shell","codex","reap","unknown","missing_command_event","4522337102","unknown","unknown","attempts/pair-00-nonzero_exit/shell"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-shell","nonzero_exit","shell","io","drain","unknown","missing_command_event","4522340830","unknown","unknown","attempts/pair-00-nonzero_exit/shell"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-transparent","nonzero_exit","transparent","codex","start","unknown","unknown","4522414326","unknown","python3 -c 'import sys; print(""expected failure"", file=sys.stderr); sys.exit(7)'","attempts/pair-00-nonzero_exit/transparent"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-transparent","nonzero_exit","transparent","codex","exit","unknown","missing_command_event","4974909401","452","unknown","attempts/pair-00-nonzero_exit/transparent"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-transparent","nonzero_exit","transparent","codex","reap","unknown","missing_command_event","4974921726","unknown","unknown","attempts/pair-00-nonzero_exit/transparent"
"pair-00-nonzero_exit","attempt-00-nonzero_exit-transparent","nonzero_exit","transparent","io","drain","unknown","missing_command_event","4974926909","unknown","unknown","attempts/pair-00-nonzero_exit/transparent"
"pair-00-background_cleanup","attempt-00-background_cleanup-transparent","background_cleanup","transparent","codex","start","unknown","unknown","4975013572","unknown","python3 -c 'import subprocess; p=subprocess.Popen([""sh"",""-c"",""sleep 0.1""]); print(""child-started"", flush=True); p.wait(); print(""child-clean"")'","attempts/pair-00-background_cleanup/transparent"
"pair-00-background_cleanup","attempt-00-background_cleanup-transparent","background_cleanup","transparent","codex","exit","unknown","missing_command_event","5526836324","551","unknown","attempts/pair-00-background_cleanup/transparent"
"pair-00-background_cleanup","attempt-00-background_cleanup-transparent","background_cleanup","transparent","codex","reap","unknown","missing_command_event","5526848270","unknown","unknown","attempts/pair-00-background_cleanup/transparent"
"pair-00-background_cleanup","attempt-00-background_cleanup-transparent","background_cleanup","transparent","io","drain","unknown","missing_command_event","5526852078","unknown","unknown","attempts/pair-00-background_cleanup/transparent"
"pair-00-background_cleanup","attempt-00-background_cleanup-shell","background_cleanup","shell","codex","start","unknown","unknown","5526925495","unknown","python3 -c 'import subprocess; p=subprocess.Popen([""sh"",""-c"",""sleep 0.1""]); print(""child-started"", flush=True); p.wait(); print(""child-clean"")'","attempts/pair-00-background_cleanup/shell"
"pair-00-background_cleanup","attempt-00-background_cleanup-shell","background_cleanup","shell","codex","exit","unknown","missing_command_event","6079919317","552","unknown","attempts/pair-00-background_cleanup/shell"
"pair-00-background_cleanup","attempt-00-background_cleanup-shell","background_cleanup","shell","codex","reap","unknown","missing_command_event","6079932759","unknown","unknown","attempts/pair-00-background_cleanup/shell"
"pair-00-background_cleanup","attempt-00-background_cleanup-shell","background_cleanup","shell","io","drain","unknown","missing_command_event","6079936426","unknown","unknown","attempts/pair-00-background_cleanup/shell"
"pair-00-signal_exit","attempt-00-signal_exit-shell","signal_exit","shell","codex","start","unknown","unknown","6080016202","unknown","python3 -c 'import os,signal; print(""term-start"", flush=True); os.kill(os.getpid(), signal.SIGTERM)'","attempts/pair-00-signal_exit/shell"
"pair-00-signal_exit","attempt-00-signal_exit-shell","signal_exit","shell","codex","exit","unknown","missing_command_event","6607013513","526","unknown","attempts/pair-00-signal_exit/shell"
"pair-00-signal_exit","attempt-00-signal_exit-shell","signal_exit","shell","codex","reap","unknown","missing_command_event","6607024074","unknown","unknown","attempts/pair-00-signal_exit/shell"
"pair-00-signal_exit","attempt-00-signal_exit-shell","signal_exit","shell","io","drain","unknown","missing_command_event","6607027579","unknown","unknown","attempts/pair-00-signal_exit/shell"
"pair-00-signal_exit","attempt-00-signal_exit-transparent","signal_exit","transparent","codex","start","unknown","unknown","6607109966","unknown","python3 -c 'import os,signal; print(""term-start"", flush=True); os.kill(os.getpid(), signal.SIGTERM)'","attempts/pair-00-signal_exit/transparent"
"pair-00-signal_exit","attempt-00-signal_exit-transparent","signal_exit","transparent","codex","exit","unknown","missing_command_event","7058742015","451","unknown","attempts/pair-00-signal_exit/transparent"
"pair-00-signal_exit","attempt-00-signal_exit-transparent","signal_exit","transparent","codex","reap","unknown","missing_command_event","7058755437","unknown","unknown","attempts/pair-00-signal_exit/transparent"
"pair-00-signal_exit","attempt-00-signal_exit-transparent","signal_exit","transparent","io","drain","unknown","missing_command_event","7058758976","unknown","unknown","attempts/pair-00-signal_exit/transparent"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-transparent","repeated_recovery","transparent","codex","start","unknown","unknown","7058845585","unknown","python3 -c 'print(""recovery-ok"")'","attempts/pair-00-repeated_recovery/transparent"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-transparent","repeated_recovery","transparent","codex","exit","unknown","missing_command_event","7561352637","502","unknown","attempts/pair-00-repeated_recovery/transparent"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-transparent","repeated_recovery","transparent","codex","reap","unknown","missing_command_event","7561370290","unknown","unknown","attempts/pair-00-repeated_recovery/transparent"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-transparent","repeated_recovery","transparent","io","drain","unknown","missing_command_event","7561376866","unknown","unknown","attempts/pair-00-repeated_recovery/transparent"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-shell","repeated_recovery","shell","codex","start","unknown","unknown","7561472430","unknown","python3 -c 'print(""recovery-ok"")'","attempts/pair-00-repeated_recovery/shell"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-shell","repeated_recovery","shell","codex","exit","unknown","missing_command_event","8013045023","451","unknown","attempts/pair-00-repeated_recovery/shell"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-shell","repeated_recovery","shell","codex","reap","unknown","missing_command_event","8013059450","unknown","unknown","attempts/pair-00-repeated_recovery/shell"
"pair-00-repeated_recovery","attempt-00-repeated_recovery-shell","repeated_recovery","shell","io","drain","unknown","missing_command_event","8013063148","unknown","unknown","attempts/pair-00-repeated_recovery/shell"
