pair_id,task_id,backend,status,strict_comparable,codex_total_ns,external_response_ns,rate_wait_ns,startup_to_ready_ns,unexplained_ns
"r1-argv_metacharacters-a03","argv_metacharacters","transparent","success","true","29750277960","7472566720","11960541981","25104990","10217666038"
"r1-argv_metacharacters-a04","argv_metacharacters","shell","success","true","29724557731","8063144287","11401122154","22725477","10215751308"
"r1-argv_metacharacters-a04","argv_metacharacters","transparent","success","true","29591898743","6963103974","12368230081","23895271","10211010115"
"r1-cancel_ctrl_c-a00","cancel_ctrl_c","shell","relay_error","false","160152798538","155731262290","2918606195","23045803","241114807"
"r1-cancel_ctrl_c-a00","cancel_ctrl_c","transparent","success","true","30019904242","7804219762","10753223629","22381277","10215418063"
"r1-cancel_ctrl_c-a01","cancel_ctrl_c","shell","success","true","33550714732","15444472213","6611348103","21176022","10232481460"
"r1-cancel_ctrl_c-a01","cancel_ctrl_c","transparent","success","true","29350089790","8889381293","8974517492","21969092","10221146837"
"r1-cancel_ctrl_c-a02","cancel_ctrl_c","shell","success","true","59316036000","45512896315","2339167719","20063591","10220719625"
"r1-cancel_ctrl_c-a02","cancel_ctrl_c","transparent","success","true","57312851735","43697520066","2514971290","22160654","10215264945"
"r1-cancel_ctrl_c-a03","cancel_ctrl_c","shell","success","true","29354824409","7667303196","10236972890","23729570","10222716893"
"r1-cancel_ctrl_c-a03","cancel_ctrl_c","transparent","success","true","29360085008","7842982458","10046823746","23278512","10225264599"
"r1-cancel_ctrl_c-a04","cancel_ctrl_c","shell","success","true","28557777406","9243518737","7974584606","20891125","10214824597"
"r1-cancel_ctrl_c-a04","cancel_ctrl_c","transparent","success","true","30985396610","9472381245","10022918666","24312356","10227741522"
"r1-cancel_sigkill-a00","cancel_sigkill","shell","success","true","30549481584","8541786800","9999607941","21897244","10218287110"
"r1-cancel_sigkill-a00","cancel_sigkill","transparent","success","true","26879197455","9344013682","5529027890","21078068","10216811705"
"r1-cancel_sigkill-a01","cancel_sigkill","shell","relay_error","false","150327816634","148314416256","null","21319491","221451109"
"r1-cancel_sigkill-a01","cancel_sigkill","transparent","success","true","200370474194","186231854964","2131676019","23623614","10217950069"
"r1-cancel_sigkill-a02","cancel_sigkill","shell","success","true","31109970975","9959845899","9212495227","22006871","10210737493"
"r1-cancel_sigkill-a02","cancel_sigkill","transparent","success","true","28293308740","8304393949","8040247724","24268880","10228788087"
"r1-cancel_sigkill-a03","cancel_sigkill","shell","success","true","29387184012","7488994868","9926373556","22677141","10218837296"
"r1-cancel_sigkill-a03","cancel_sigkill","transparent","success","true","28128564172","8362104245","7770019860","22029943","10222291371"
"r1-cancel_sigkill-a04","cancel_sigkill","shell","success","true","27005483363","9227338249","5790041638","23175970","10214819129"
"r1-cancel_sigkill-a04","cancel_sigkill","transparent","success","true","30308547889","10223191632","8101996375","24145893","10217961611"
"r1-cancel_sigterm-a00","cancel_sigterm","shell","success","true","30177511332","8386240559","10296443817","22657990","10215529060"
"r1-cancel_sigterm-a00","cancel_sigterm","transparent","success","true","29644102258","8139831134","9984639553","23297249","10229274791"
"r1-cancel_sigterm-a01","cancel_sigterm","shell","success","true","27094096194","9653309213","5961852771","24425667","10215213714"
"r1-cancel_sigterm-a01","cancel_sigterm","transparent","success","true","144098664138","129938876945","2673920692","22134578","10218542582"
"r1-cancel_sigterm-a02","cancel_sigterm","shell","success","true","35995964261","22702148836","1820949036","24270603","10219674585"
"r1-cancel_sigterm-a02","cancel_sigterm","transparent","success","true","30249766329","9074350314","9672853418","22662391","10221631402"
"r1-cancel_sigterm-a03","cancel_sigterm","shell","success","true","29649566878","8261263622","9888982059","24530792","10219663267"
"r1-cancel_sigterm-a03","cancel_sigterm","transparent","success","true","27632230175","10587285078","5542591308","24080709","10212529234"
"r1-cwd_symlink-a00","cwd_symlink","shell","relay_error","false","130960565081","127437942097","3135689421","23602592","324748799"
"r1-cwd_symlink-a00","cwd_symlink","transparent","success","true","80042322696","61758018083","5043098360","22163048","13178946802"
"r1-cwd_symlink-a01","cwd_symlink","shell","success","true","30166217222","7429318031","12438211308","25361949","10223493821"
"r1-cwd_symlink-a01","cwd_symlink","transparent","success","true","29696742098","6522434833","12899848710","23557273","10223101723"
"r1-cwd_symlink-a02","cwd_symlink","shell","success","true","29027536872","7660363767","11000372150","21116032","10214210580"
"r1-cwd_symlink-a02","cwd_symlink","transparent","success","true","47900563519","34979780811","2675424086","22502780","10205535293"
"r1-cwd_symlink-a03","cwd_symlink","shell","success","true","28440678842","8097856197","10131534501","20080318","10211110363"
"r1-cwd_symlink-a03","cwd_symlink","transparent","success","true","28935835775","6982562504","11628619084","22080441","10239811024"
"r1-cwd_symlink-a04","cwd_symlink","shell","success","true","29517324814","7873291865","11388868824","23313170","10220806787"
"r1-cwd_symlink-a04","cwd_symlink","transparent","success","true","27449684024","8737504254","8459221981","23467159","10217734966"
"r1-descendant_cancel-a00","descendant_cancel","shell","success","true","29770787446","7855245994","10535415983","20220415","10217183974"
"r1-descendant_cancel-a00","descendant_cancel","transparent","success","true","27010090111","13597261606","2019357599","23615231","10227733640"
"r1-descendant_cancel-a01","descendant_cancel","shell","success","true","28967170174","8355579224","9272072330","24142120","10223153921"
"r1-descendant_cancel-a01","descendant_cancel","transparent","success","true","30584138784","15111939980","4126389609","20211293","10214877761"
"r1-descendant_cancel-a02","descendant_cancel","shell","success","true","30276687063","10487555859","8435111218","22596937","10217734349"
"r1-descendant_cancel-a02","descendant_cancel","transparent","success","true","28697314174","8183226855","9158752424","24293195","10220597725"
"r1-descendant_cancel-a03","descendant_cancel","shell","success","true","29138520189","7130044917","10700353058","21065804","10217071829"
"r1-descendant_cancel-a03","descendant_cancel","transparent","success","true","29490868605","8433363900","9755097874","24451649","10216198607"
"r1-descendant_pipe_tail-a00","descendant_pipe_tail","shell","success","true","26760150904","6801482719","9649401548","23315202","10218966454"
"r1-descendant_pipe_tail-a00","descendant_pipe_tail","transparent","success","true","140291215661","126955560511","3054321153","24091165","10219953641"
"r1-descendant_pipe_tail-a01","descendant_pipe_tail","shell","success","true","29209493823","7809221141","11082875226","20426095","10219063143"
"r1-descendant_pipe_tail-a01","descendant_pipe_tail","transparent","success","true","27341157177","7963337861","9068387804","20735426","10226368362"
"r1-descendant_pipe_tail-a02","descendant_pipe_tail","shell","success","true","30076856151","9696694661","10166443299","22027389","10213610312"
"r1-descendant_pipe_tail-a02","descendant_pipe_tail","transparent","success","true","29605964775","6775486128","12579234478","24474706","10221037311"
"r1-descendant_pipe_tail-a03","descendant_pipe_tail","shell","success","true","31266448104","8460248890","12433659394","22084856","10216632138"
"r1-descendant_pipe_tail-a03","descendant_pipe_tail","transparent","success","true","29073630040","7025430058","11723423596","19272290","10211122729"
"r1-environment_empty_unset-a00","environment_empty_unset","shell","success","true","30806465316","10365705097","10040487145","21520954","10223729955"
"r1-environment_empty_unset-a00","environment_empty_unset","transparent","success","true","28776515058","6835684560","11549940868","23063567","10309455983"
"r1-environment_empty_unset-a01","environment_empty_unset","shell","success","true","29495866517","7744238213","11521572462","21880317","10215592877"
"r1-environment_empty_unset-a01","environment_empty_unset","transparent","success","true","30142030771","6767868328","13115210076","21560037","10212378518"
"r1-environment_empty_unset-a02","environment_empty_unset","shell","success","true","33757543711","10699847473","12775500855","21181625","10215646221"
"r1-environment_empty_unset-a02","environment_empty_unset","transparent","success","true","31200389583","12112570814","8861890073","22822479","10217295030"
"r1-environment_empty_unset-a03","environment_empty_unset","shell","success","true","29621642851","7171889481","12137915293","24272845","10225471638"
"r1-environment_empty_unset-a03","environment_empty_unset","transparent","success","true","30016846341","8470687473","11169873814","25152314","10292518570"
"r1-environment_path_login-a00","environment_path_login","shell","success","true","31200122912","7858455677","13035171871","24883141","10221402446"
"r1-environment_path_login-a00","environment_path_login","transparent","success","true","28565526886","7417277541","10854507831","23204278","10214509774"
"r1-environment_path_login-a01","environment_path_login","shell","success","true","29952848526","6843801249","12772631119","19757433","10221891552"
"r1-environment_path_login-a01","environment_path_login","transparent","success","true","30320088856","7156102938","12880096165","24427021","10222222358"
"r1-environment_path_login-a02","environment_path_login","shell","success","true","29906363525","7313050357","12336766612","19767030","10210990550"
"r1-environment_path_login-a02","environment_path_login","transparent","success","true","29846897815","7326938083","12259914258","23552552","10216933126"
"r1-environment_path_login-a03","environment_path_login","shell","success","true","31338026698","9292933109","11770547012","22019565","10217802149"
"r1-environment_path_login-a03","environment_path_login","transparent","success","true","30125390297","9244869892","10612415421","22854110","10224450187"
"r1-exec_missing_permission-a00","exec_missing_permission","shell","success","true","28234627320","8088428922","9826129738","null","10225131600"
"r1-exec_missing_permission-a00","exec_missing_permission","transparent","relay_error","false","150281436582","148360680883","1622247426","null","216315272"
"r1-exec_missing_permission-a01","exec_missing_permission","shell","success","true","30165512417","7916084337","11933820309","null","10219793970"
"r1-exec_missing_permission-a01","exec_missing_permission","transparent","success","true","29479159485","7069195029","12091261877","null","10221945203"
"r1-exec_missing_permission-a02","exec_missing_permission","shell","success","true","32465079737","10523716734","11620984949","null","10222359745"
"r1-exec_missing_permission-a02","exec_missing_permission","transparent","success","true","28099302797","9381718312","8399309431","null","10221557436"
"r1-exec_missing_permission-a03","exec_missing_permission","shell","success","true","28332605091","9095202680","8985305898","null","10220936766"
"r1-exec_missing_permission-a03","exec_missing_permission","transparent","success","true","28426066797","6563145717","11570956557","null","10225833734"
"r1-exec_missing_permission-a04","exec_missing_permission","shell","success","true","29308290935","9103176534","9882523805","null","10229177492"
"r1-exec_missing_permission-a04","exec_missing_permission","transparent","success","true","26967571678","7053444875","9627294001","null","10214190698"
"r1-exit_code_vs_signal-a00","exit_code_vs_signal","shell","success","true","29894782730","13510364410","5979312285","46479640","10210867537"
"r1-exit_code_vs_signal-a00","exit_code_vs_signal","transparent","success","true","30049223876","8602845436","11113136810","43188035","10229021141"
"r1-exit_code_vs_signal-a01","exit_code_vs_signal","shell","success","true","143866501937","130401165894","3132228584","41627662","10227509705"
"r1-exit_code_vs_signal-a01","exit_code_vs_signal","transparent","success","true","29510995358","7931632874","11269578731","46170583","10216246570"
"r1-exit_code_vs_signal-a02","exit_code_vs_signal","shell","success","true","30238298814","10037757620","9908096319","44848444","10216404445"
"r1-exit_code_vs_signal-a02","exit_code_vs_signal","transparent","success","true","40952547545","30657661265","null","43397357","10213191671"
"r1-exit_code_vs_signal-a03","exit_code_vs_signal","shell","success","true","29628291987","9487207398","9866555516","43764726","10219226126"
"r1-exit_code_vs_signal-a03","exit_code_vs_signal","transparent","success","true","29658913246","8818892544","10548398734","43246243","10221404506"
"r1-exit_nonzero-a00","exit_nonzero","shell","success","true","26664749884","6649697704","9783885762","21194976","10220689462"
"r1-exit_nonzero-a00","exit_nonzero","transparent","success","true","30160164396","7393967963","12380094775","22174951","10214713028"
"r1-exit_nonzero-a01","exit_nonzero","shell","success","true","29855597128","7079628092","12415924780","22121679","10227359734"
"r1-exit_nonzero-a01","exit_nonzero","transparent","success","true","29749625717","7047776285","12340747477","22130995","10225320632"
"r1-exit_nonzero-a02","exit_nonzero","shell","success","true","30347626600","7245499752","12838506578","19492723","10219419932"
"r1-exit_nonzero-a02","exit_nonzero","transparent","success","true","29646542981","8270533241","11117049860","23861279","10218243309"
"r1-exit_nonzero-a03","exit_nonzero","shell","success","true","28730509374","8352527054","10122865613","21816302","10219593344"
"r1-exit_nonzero-a03","exit_nonzero","transparent","success","true","29726719708","6874314300","12532719176","20311789","10214823922"
"r1-output_interleaved-a00","output_interleaved","shell","success","true","30316919047","9619959626","10310272856","22129241","10228303525"
"r1-output_interleaved-a00","output_interleaved","transparent","success","true","29859302614","6292068296","13181036306","23085689","10224708582"
"r1-output_interleaved-a01","output_interleaved","shell","success","true","29216925967","6580242656","12247855030","24445013","10224699641"
"r1-output_interleaved-a01","output_interleaved","transparent","success","true","30225590302","7916457105","11951587060","25743098","10223889612"
"r1-output_interleaved-a02","output_interleaved","shell","success","true","29409807441","10796017552","8191754294","22421443","10215143109"
"r1-output_interleaved-a02","output_interleaved","transparent","success","true","29493073794","8368125080","10842319980","22162418","10214165186"
"r1-output_interleaved-a03","output_interleaved","shell","success","true","29817241971","7044127096","12548523471","23890071","10223358371"
"r1-output_interleaved-a03","output_interleaved","transparent","success","true","29557310797","6949530344","12266088121","22500176","10219482744"
"r1-output_split_large-a00","output_split_large","shell","relay_error","false","133132752645","129811792771","2997155607","25774731","230711519"
"r1-output_split_large-a00","output_split_large","transparent","success","true","30000502388","6733116353","12941830050","21570987","10264220897"
"r1-output_split_large-a01","output_split_large","shell","success","true","30510676548","8777161359","11468006448","20992706","10219681514"
"r1-output_split_large-a01","output_split_large","transparent","success","true","30863183594","7427938401","13122303065","23811656","10222215838"
"r1-output_split_large-a02","output_split_large","shell","success","true","83740393092","70634500991","2821409665","23091700","10220970250"
"r1-output_split_large-a02","output_split_large","transparent","success","true","26921363326","6923767666","9708547717","22811511","10226301805"
"r1-output_split_large-a03","output_split_large","shell","success","true","30751524694","9869073680","10592097492","21947599","10231824117"
"r1-output_split_large-a03","output_split_large","transparent","success","true","29694797951","8047050582","11412993159","21368497","10210872825"
"r1-output_split_large-a04","output_split_large","shell","success","true","29652129073","5970542957","13397966208","22399487","10224722425"
"r1-output_split_large-a04","output_split_large","transparent","success","true","31529515800","9309568136","11980248745","24445250","10221096918"
"r1-output_truncation_tail-a00","output_truncation_tail","shell","success","true","27879281286","8384593014","9106214799","22768709","10232178176"
"r1-output_truncation_tail-a00","output_truncation_tail","transparent","success","true","28968889688","7059498857","11589503295","24089847","10217775097"
"r1-output_truncation_tail-a01","output_truncation_tail","shell","success","true","29757443755","9227963525","10246135925","22079065","10223004067"
"r1-output_truncation_tail-a01","output_truncation_tail","transparent","success","true","154145132052","140770164593","3075029367","22716496","10208727044"
"r1-output_truncation_tail-a02","output_truncation_tail","shell","success","true","48820899812","35538674005","2973215772","22024957","10214929120"
"r1-output_truncation_tail-a02","output_truncation_tail","transparent","success","true","51608300674","39067061973","2268695475","22799441","10217920222"
"r1-output_truncation_tail-a03","output_truncation_tail","shell","success","true","29063741887","7206055570","11480137473","21612425","10232791525"
"r1-output_truncation_tail-a03","output_truncation_tail","transparent","success","true","29792777092","7627226069","11846912997","19771560","10230088558"
"r1-session_cancel_resources-a00","session_cancel_resources","shell","success","true","57318894631","36659931803","2861538183","260619444","10308249866"
"r1-session_cancel_resources-a00","session_cancel_resources","transparent","success","true","57571907451","36762485717","2994942245","269707792","10230310398"
"r1-session_cancel_resources-a01","session_cancel_resources","shell","success","true","56362661693","36035234058","2780232822","262824991","10228786058"
"r1-session_cancel_resources-a01","session_cancel_resources","transparent","success","true","59058552006","41552168898","null","263981849","10229109601"
"r1-session_cancel_resources-a02","session_cancel_resources","shell","success","true","54946486751","37419669316","null","259282417","10235067498"
"r1-session_cancel_resources-a02","session_cancel_resources","transparent","success","true","67322726113","47026477055","2734852573","262193651","10223701549"
"r1-session_cancel_resources-a03","session_cancel_resources","shell","success","true","55458685431","35785962620","2139577134","255226593","10221213249"
"r1-session_cancel_resources-a03","session_cancel_resources","transparent","unknown","false","50280973739","36792805753","2191590583","21578827","10212275749"
"r1-session_cancel_resources-a04","session_cancel_resources","shell","success","true","57432797881","37275647299","2606292267","258096777","10228525193"
"r1-session_cancel_resources-a04","session_cancel_resources","transparent","success","true","57474158703","37334836333","2534741071","271062034","10224486025"
"r1-session_failure_recovery-a00","session_failure_recovery","shell","success","true","26531123909","8046316256","8111468692","41571712","10223843826"
"r1-session_failure_recovery-a00","session_failure_recovery","transparent","success","true","29985237832","8865148571","10746312204","49646739","10214125824"
"r1-session_failure_recovery-a01","session_failure_recovery","shell","success","true","26705536508","8466257934","7930048367","41823268","10215115426"
"r1-session_failure_recovery-a01","session_failure_recovery","transparent","success","true","29840977212","7820464470","11702199376","44235775","10212944533"
"r1-session_failure_recovery-a02","session_failure_recovery","shell","success","true","28691795015","8305896946","10102816607","45933240","10210917661"
"r1-session_failure_recovery-a02","session_failure_recovery","transparent","success","true","37735839583","21178470489","6262344247","44447205","10219296652"
"r1-session_failure_recovery-a03","session_failure_recovery","shell","success","true","29883466701","9615162289","9997484214","42916145","10226290808"
"r1-session_failure_recovery-a03","session_failure_recovery","transparent","success","true","29530876243","9194106305","10033695546","42492302","10216025792"
"r1-session_poll-a00","session_poll","shell","success","true","30477518083","8673970285","9343213784","20753287","10217093621"
"r1-session_poll-a00","session_poll","transparent","success","true","29215109645","11712886760","4937807886","22073945","10222408267"
"r1-session_poll-a01","session_poll","shell","success","true","29072124118","7709311037","8902425231","22774022","10222186712"
"r1-session_poll-a01","session_poll","transparent","success","true","30474648950","9592339620","8433405758","23643517","10223606601"
"r1-session_poll-a02","session_poll","shell","success","true","35185036790","20263401719","2469771108","23172828","10217746563"
"r1-session_poll-a02","session_poll","transparent","success","true","38969952572","24287268615","2253610277","23636870","10222165857"
"r1-session_poll-a03","session_poll","shell","success","true","29784031795","10103588781","7194585413","25246628","10222239495"
"r1-session_poll-a03","session_poll","transparent","success","true","29594551625","10482527983","6680635099","22576535","10217331673"
"r1-session_sequence-a00","session_sequence","shell","unknown","false","37451998243","24460339673","2221802506","111079229","10221338084"
"r1-session_sequence-a00","session_sequence","transparent","unknown","false","38385134537","24869812315","2805329824","49717542","10218729080"
"r1-session_sequence-a01","session_sequence","shell","success","true","37655162793","26970881904","null","204698171","10227465581"
"r1-session_sequence-a01","session_sequence","transparent","success","true","82121755468","68972347291","2443294513","228741882","10226219367"
"r1-session_sequence-a02","session_sequence","shell","success","true","86580053821","73572800181","2300595818","219953498","10318829633"
"r1-session_sequence-a02","session_sequence","transparent","success","true","39165644193","26199909348","2328351453","225755864","10223672398"
"r1-session_sequence-a03","session_sequence","shell","unknown","false","39617038008","27018032963","1931154716","196921732","10227022656"
"r1-session_sequence-a03","session_sequence","transparent","success","true","40714646767","29831871538","261403754","216625662","10214058891"
"r1-session_sequence-a04","session_sequence","shell","success","true","37788864090","24902650929","2217920851","215359277","10218821354"
"r1-session_sequence-a04","session_sequence","transparent","unknown","false","40506607771","27292857689","2557662963","202927825","10225473874"
"r1-session_sequence-a05","session_sequence","shell","success","true","38427203575","25269252001","2527616121","218546723","10212784147"
"r1-session_sequence-a05","session_sequence","transparent","success","true","36051295715","25309979467","null","215790421","10218041293"
"r1-stdin_backpressure-a00","stdin_backpressure","shell","success","true","136639256355","115993481459","10369868194","22885224","10215096979"
"r1-stdin_backpressure-a00","stdin_backpressure","transparent","success","true","29554467792","7204914245","12042023871","21656014","10260837723"
"r1-stdin_backpressure-a01","stdin_backpressure","shell","success","true","29842180920","7805285722","11758994387","23874188","10215299923"
"r1-stdin_backpressure-a01","stdin_backpressure","transparent","success","true","26754847597","7492365732","8929939365","24839485","10220390104"
"r1-stdin_backpressure-a02","stdin_backpressure","shell","success","true","29547458248","8210590778","11010850118","24778183","10215807793"
"r1-stdin_backpressure-a02","stdin_backpressure","transparent","success","true","29308988222","9693801236","9298895136","24959213","10218161418"
"r1-stdin_backpressure-a03","stdin_backpressure","shell","success","true","32620541423","11201745008","11206825566","21937775","10211794695"
"r1-stdin_backpressure-a03","stdin_backpressure","transparent","success","true","29356025904","7960840146","11098672169","22043470","10211721927"
"r1-stdin_eof-a00","stdin_eof","shell","success","true","30763881836","8468693845","12000702263","20519382","10213435320"
"r1-stdin_eof-a00","stdin_eof","transparent","success","true","28293873221","7392707558","10625663834","21324695","10217694823"
"r1-stdin_eof-a01","stdin_eof","shell","success","true","27991911975","7483059077","10195814523","21972943","10227954414"
"r1-stdin_eof-a01","stdin_eof","transparent","relay_error","false","127229995902","125207190843","1789289841","null","233464179"
"r1-stdin_eof-a02","stdin_eof","shell","success","true","28571381423","8081731070","10269687757","20559041","10213430439"
"r1-stdin_eof-a02","stdin_eof","transparent","success","true","30308899415","7738909439","12323689197","25547035","10212400102"
"r1-stdin_eof-a03","stdin_eof","shell","success","true","30871522206","7621867307","12898131251","20782024","10218334190"
"r1-stdin_eof-a03","stdin_eof","transparent","success","true","28556396075","6797897617","11544548512","21317071","10213770807"
"r1-stdin_eof-a04","stdin_eof","shell","success","true","31020092046","7423622094","13385388153","23682406","10210905125"
"r1-stdin_eof-a04","stdin_eof","transparent","success","true","28400915771","6725968839","11362477959","24384206","10214729582"
"r1-stdin_pty_utf8-a00","stdin_pty_utf8","shell","success","true","149018182187","133020151164","2332805650","21307155","10218463024"
"r1-stdin_pty_utf8-a00","stdin_pty_utf8","transparent","success","true","27607337360","13251840473","661648176","25122624","10229283869"
"r1-stdin_pty_utf8-a01","stdin_pty_utf8","shell","success","true","29768746994","10967605586","5130440259","23161826","10217815648"
"r1-stdin_pty_utf8-a01","stdin_pty_utf8","transparent","success","true","29793872902","9755460572","6376655215","25432970","10217585659"
"r1-stdin_pty_utf8-a02","stdin_pty_utf8","shell","success","true","49294206049","35640798318","null","21797883","10220152482"
"r1-stdin_pty_utf8-a02","stdin_pty_utf8","transparent","success","true","80045846266","55397510644","2704778023","22929856","18479039831"
"r1-stdin_pty_utf8-a03","stdin_pty_utf8","shell","success","true","32144051460","16221059669","2218882347","20342949","10236571692"
"r1-stdin_pty_utf8-a03","stdin_pty_utf8","transparent","success","true","30111113019","11409043149","4993936280","24834029","10276328298"
"r2-argv_empty_unicode-a00","argv_empty_unicode","shell","success","true","31187152958","7919363449","12940461169","23998574","10226033507"
"r2-argv_empty_unicode-a00","argv_empty_unicode","transparent","success","true","29274891035","6568731644","12487116452","21314315","10218865472"
"r2-argv_empty_unicode-a01","argv_empty_unicode","shell","success","true","29400890437","7039888925","12125040128","20030147","10208819026"
"r2-argv_empty_unicode-a01","argv_empty_unicode","transparent","success","true","28965247135","6623980935","12064107897","22443990","10217945096"
"r2-argv_empty_unicode-a02","argv_empty_unicode","shell","success","true","29878459843","7367431819","12280756876","24904924","10219858746"
"r2-argv_empty_unicode-a02","argv_empty_unicode","transparent","success","true","27366701832","15625592213","1431000953","22122822","10217624377"
"r2-argv_empty_unicode-a03","argv_empty_unicode","shell","success","true","29066371096","7741573115","10990862811","23665303","10217350035"
"r2-argv_empty_unicode-a03","argv_empty_unicode","transparent","success","true","29872618895","7055251693","12477461169","22366492","10247497702"
"r2-argv_long-a00","argv_long","shell","unknown","false","31583208852","12399230449","8969753253","null","10214071353"
"r2-argv_long-a00","argv_long","transparent","unknown","false","30551440819","9734031657","10595360377","null","10221872732"
"r2-argv_long-a01","argv_long","shell","unknown","false","29396806042","10682558095","18428037773","null","286072940"
"r2-argv_long-a01","argv_long","transparent","unknown","false","30414853208","16492404011","13690013452","null","232258300"
"r2-argv_long-a02","argv_long","shell","unknown","false","28852257734","11248285252","7382331222","null","10221500016"
"r2-argv_long-a02","argv_long","transparent","unknown","false","30726060651","14902893007","5598870218","null","10224118476"
"r2-argv_long-a03","argv_long","shell","unknown","false","29353016585","13627298405","5504401235","null","10221129477"
"r2-argv_long-a03","argv_long","transparent","unknown","false","28015200304","12726992540","5071048191","null","10216966017"
"r2-argv_long-a04","argv_long","shell","unknown","false","33040642718","14202879919","8619168685","null","10218417230"
"r2-argv_long-a04","argv_long","transparent","unknown","false","30788744529","15009335585","5550182919","null","10229049654"
"r2-argv_long-a05","argv_long","shell","unknown","false","29433167760","14268785886","4948816563","null","10215418673"
"r2-argv_long-a05","argv_long","transparent","unknown","false","30034836948","11447575701","8373430092","null","10213653347"
"r2-argv_metacharacters-a00","argv_metacharacters","shell","success","true","29529177963","7809871625","11450733178","22750177","10216254292"
"r2-argv_metacharacters-a00","argv_metacharacters","transparent","success","true","29847443510","8773621710","10865012803","24549675","10208697383"
"r2-argv_metacharacters-a01","argv_metacharacters","shell","success","true","39498397506","8410217350","20866893363","23279496","10221149066"
"r2-argv_metacharacters-a01","argv_metacharacters","transparent","success","true","29521587451","7770255178","21439963102","21519843","241624414"
"r2-argv_metacharacters-a02","argv_metacharacters","shell","success","true","29466198565","8416812492","10740447792","24170068","10224261068"
"r2-argv_metacharacters-a02","argv_metacharacters","transparent","success","true","29694051675","11619752025","7730036877","24432119","10214531266"
"r2-argv_metacharacters-a03","argv_metacharacters","shell","success","true","30244203884","10224106687","9751754094","24957815","10219158852"
"r2-argv_metacharacters-a03","argv_metacharacters","transparent","success","true","29871331292","8505541766","11082144514","21476406","10223361160"
"r2-cancel_ctrl_c-a00","cancel_ctrl_c","shell","success","true","28878511932","7634492756","9796095037","24490273","10229721943"
