pair_id,task_id,backend,status,strict_comparable,codex_total_ns,external_response_ns,rate_wait_ns,startup_to_ready_ns,unexplained_ns
"r1-cancel_ctrl_c-a07","cancel_ctrl_c","transparent","success","true","11503071111","null","null","23431314","10240693593"
"r1-cancel_ctrl_c-a08","cancel_ctrl_c","shell","success","true","11492057951","null","null","21634190","10230589147"
"r1-cancel_ctrl_c-a08","cancel_ctrl_c","transparent","success","true","11500397458","null","null","22544649","10236092534"
"r1-cancel_ctrl_c-a09","cancel_ctrl_c","shell","success","true","11562969555","null","null","19367582","10300045713"
"r1-cancel_ctrl_c-a09","cancel_ctrl_c","transparent","success","true","11499452598","null","null","21919290","10237811148"
"r1-cancel_sigkill-a00","cancel_sigkill","shell","success","true","12031312659","null","null","20146665","10230805986"
"r1-cancel_sigkill-a00","cancel_sigkill","transparent","success","true","12025914615","null","null","20809391","10229069017"
"r1-cancel_sigkill-a01","cancel_sigkill","shell","success","true","12028312390","null","null","22962283","10230758127"
"r1-cancel_sigkill-a01","cancel_sigkill","transparent","success","true","12028174221","null","null","22705750","10238901586"
"r1-cancel_sigkill-a02","cancel_sigkill","shell","success","true","12025269664","null","null","22297736","10227478039"
"r1-cancel_sigkill-a02","cancel_sigkill","transparent","success","true","12024408482","null","null","20194567","10234266190"
"r1-cancel_sigkill-a03","cancel_sigkill","shell","success","true","12025800098","null","null","20723458","10232687558"
"r1-cancel_sigkill-a03","cancel_sigkill","transparent","success","true","12029909835","null","null","21590830","10240987844"
"r1-cancel_sigkill-a04","cancel_sigkill","shell","success","true","12031646985","null","null","21629008","10229981113"
"r1-cancel_sigkill-a04","cancel_sigkill","transparent","success","true","12027723578","null","null","22077926","10234335249"
"r1-cancel_sigkill-a05","cancel_sigkill","shell","success","true","12030243344","null","null","18944861","10241825364"
"r1-cancel_sigkill-a05","cancel_sigkill","transparent","success","true","12031522147","null","null","21954127","10238185258"
"r1-cancel_sigkill-a06","cancel_sigkill","shell","success","true","12045010952","null","null","21516496","10243721917"
"r1-cancel_sigkill-a06","cancel_sigkill","transparent","success","true","12025784811","null","null","22184982","10229150050"
"r1-cancel_sigkill-a07","cancel_sigkill","shell","success","true","12020412374","null","null","19420210","10227784535"
"r1-cancel_sigkill-a07","cancel_sigkill","transparent","success","true","12034788414","null","null","22458782","10250052142"
"r1-cancel_sigkill-a08","cancel_sigkill","shell","success","true","12021570165","null","null","21721259","10230319722"
"r1-cancel_sigkill-a08","cancel_sigkill","transparent","success","true","12023466773","null","null","23297728","10238547622"
"r1-cancel_sigkill-a09","cancel_sigkill","shell","success","true","12026150937","null","null","21770778","10230773606"
"r1-cancel_sigkill-a09","cancel_sigkill","transparent","success","true","12025075333","null","null","20689099","10229200862"
"r1-cancel_sigterm-a00","cancel_sigterm","shell","success","true","11558562097","null","null","19488050","10257608248"
"r1-cancel_sigterm-a00","cancel_sigterm","transparent","success","true","11523369056","null","null","21715427","10231343127"
"r1-cancel_sigterm-a01","cancel_sigterm","shell","success","true","11550686902","null","null","19876344","10266192041"
"r1-cancel_sigterm-a01","cancel_sigterm","transparent","success","true","11568931444","null","null","21766318","10287811018"
"r1-cancel_sigterm-a02","cancel_sigterm","shell","success","true","11547541517","null","null","20263734","10254845367"
"r1-cancel_sigterm-a02","cancel_sigterm","transparent","success","true","11523208054","null","null","21501409","10231333680"
"r1-cancel_sigterm-a03","cancel_sigterm","shell","success","true","11524989601","null","null","20120625","10235170734"
"r1-cancel_sigterm-a03","cancel_sigterm","transparent","success","true","11525734558","null","null","23719467","10237641273"
"r1-cancel_sigterm-a04","cancel_sigterm","shell","success","true","11520310820","null","null","21039250","10224975235"
"r1-cancel_sigterm-a04","cancel_sigterm","transparent","success","true","11527777129","null","null","20172370","10237307736"
"r1-cancel_sigterm-a05","cancel_sigterm","shell","success","true","11522899170","null","null","19725218","10227963393"
"r1-cancel_sigterm-a05","cancel_sigterm","transparent","success","true","11517194066","null","null","20849740","10231112094"
"r1-cancel_sigterm-a06","cancel_sigterm","shell","success","true","11535691106","null","null","21549122","10244904661"
"r1-cancel_sigterm-a06","cancel_sigterm","transparent","success","true","11523765428","null","null","21583293","10237986844"
"r1-cancel_sigterm-a07","cancel_sigterm","shell","success","true","11515473223","null","null","20309325","10233380380"
"r1-cancel_sigterm-a07","cancel_sigterm","transparent","success","true","11538616139","null","null","24384607","10241385199"
"r1-cancel_sigterm-a08","cancel_sigterm","shell","success","true","11521223620","null","null","23249759","10230495285"
"r1-cancel_sigterm-a08","cancel_sigterm","transparent","success","true","11602715156","null","null","23462146","10303377140"
"r1-cancel_sigterm-a09","cancel_sigterm","shell","success","true","11525147672","null","null","21859253","10237945971"
"r1-cancel_sigterm-a09","cancel_sigterm","transparent","success","true","11562843866","null","null","23267786","10276108447"
"r1-cwd_symlink-a00","cwd_symlink","shell","success","true","10288040821","null","null","20415793","10230981660"
"r1-cwd_symlink-a00","cwd_symlink","transparent","success","true","10282422778","null","null","21806311","10223815375"
"r1-cwd_symlink-a01","cwd_symlink","shell","success","true","10284267387","null","null","21502587","10229824848"
"r1-cwd_symlink-a01","cwd_symlink","transparent","success","true","10283923839","null","null","22189908","10228622249"
"r1-cwd_symlink-a02","cwd_symlink","shell","success","true","10289141463","null","null","21982531","10232761264"
"r1-cwd_symlink-a02","cwd_symlink","transparent","success","true","10293394696","null","null","21588787","10236121290"
"r1-cwd_symlink-a03","cwd_symlink","shell","success","true","10279807374","null","null","21376659","10225788900"
"r1-cwd_symlink-a03","cwd_symlink","transparent","success","true","10279726992","null","null","19470910","10226788543"
"r1-cwd_symlink-a04","cwd_symlink","shell","success","true","10282088425","null","null","20819644","10227249450"
"r1-cwd_symlink-a04","cwd_symlink","transparent","success","true","10289145129","null","null","22376304","10233512949"
"r1-cwd_symlink-a05","cwd_symlink","shell","success","true","10288694517","null","null","20116686","10235395912"
"r1-cwd_symlink-a05","cwd_symlink","transparent","success","true","10290189683","null","null","23655816","10233537667"
"r1-cwd_symlink-a06","cwd_symlink","shell","success","true","10290351105","null","null","20592018","10237028090"
"r1-cwd_symlink-a06","cwd_symlink","transparent","success","true","10286942810","null","null","21976731","10228468512"
"r1-cwd_symlink-a07","cwd_symlink","shell","success","true","285029171","null","null","19815868","232469622"
"r1-cwd_symlink-a07","cwd_symlink","transparent","success","true","290732531","null","null","22096482","233713027"
"r1-cwd_symlink-a08","cwd_symlink","shell","success","true","10279878102","null","null","23275155","10223325584"
"r1-cwd_symlink-a08","cwd_symlink","transparent","success","true","10283902557","null","null","22116372","10224852408"
"r1-cwd_symlink-a09","cwd_symlink","shell","success","true","10294946810","null","null","22924897","10235709606"
"r1-cwd_symlink-a09","cwd_symlink","transparent","success","true","10279820218","null","null","23765034","10222713489"
"r1-descendant_cancel-a00","descendant_cancel","shell","success","true","11427099840","null","null","22809412","10264325400"
"r1-descendant_cancel-a00","descendant_cancel","transparent","success","true","11418974130","null","null","24123558","10254476848"
"r1-descendant_cancel-a01","descendant_cancel","shell","success","true","11448433650","null","null","21238932","10283899565"
"r1-descendant_cancel-a01","descendant_cancel","transparent","success","true","11405282232","null","null","23771704","10238090038"
"r1-descendant_cancel-a02","descendant_cancel","shell","success","true","11408159589","null","null","22008765","10244792849"
"r1-descendant_cancel-a02","descendant_cancel","transparent","success","true","11401847873","null","null","24628523","10237949674"
"r1-descendant_cancel-a03","descendant_cancel","shell","success","true","11394867254","null","null","20345490","10232112643"
"r1-descendant_cancel-a03","descendant_cancel","transparent","success","true","11392430156","null","null","22439379","10229352960"
"r1-descendant_cancel-a04","descendant_cancel","shell","success","true","11398871654","null","null","22966039","10236439103"
"r1-descendant_cancel-a04","descendant_cancel","transparent","success","true","11397374789","null","null","19728601","10234883962"
"r1-descendant_cancel-a05","descendant_cancel","shell","success","true","11400478216","null","null","18893857","10238725361"
"r1-descendant_cancel-a05","descendant_cancel","transparent","success","true","11390549810","null","null","23255646","10228302710"
"r1-descendant_cancel-a06","descendant_cancel","shell","success","true","11408441751","null","null","23099973","10245748273"
"r1-descendant_cancel-a06","descendant_cancel","transparent","success","true","11393051280","null","null","21534712","10226609688"
"r1-descendant_cancel-a07","descendant_cancel","shell","success","true","11406487381","null","null","18133058","10244719725"
"r1-descendant_cancel-a07","descendant_cancel","transparent","success","true","11405790055","null","null","19999872","10242296226"
"r1-descendant_cancel-a08","descendant_cancel","shell","success","true","11396203651","null","null","20084493","10228966264"
"r1-descendant_cancel-a08","descendant_cancel","transparent","success","true","11438145949","null","null","23105720","10275338302"
"r1-descendant_cancel-a09","descendant_cancel","shell","success","true","11396966697","null","null","22061045","10235191362"
"r1-descendant_cancel-a09","descendant_cancel","transparent","success","true","11426800521","null","null","24490085","10263707462"
"r1-descendant_pipe_tail-a00","descendant_pipe_tail","shell","success","true","10294796124","null","null","21861580","10234689309"
"r1-descendant_pipe_tail-a00","descendant_pipe_tail","transparent","success","true","10282441916","null","null","21780631","10226687909"
"r1-descendant_pipe_tail-a01","descendant_pipe_tail","shell","success","true","10289812031","null","null","21256346","10233890472"
"r1-descendant_pipe_tail-a01","descendant_pipe_tail","transparent","success","true","10291673480","null","null","23311785","10233756756"
"r1-descendant_pipe_tail-a02","descendant_pipe_tail","shell","success","true","10283656552","null","null","17506998","10231411232"
"r1-descendant_pipe_tail-a02","descendant_pipe_tail","transparent","success","true","10302951321","null","null","22114149","10246425021"
"r1-descendant_pipe_tail-a03","descendant_pipe_tail","shell","success","true","10294057968","null","null","20300746","10235676872"
"r1-descendant_pipe_tail-a03","descendant_pipe_tail","transparent","success","true","10292253736","null","null","23410362","10231624232"
"r1-descendant_pipe_tail-a04","descendant_pipe_tail","shell","success","true","10280364441","null","null","22252041","10219863604"
"r1-descendant_pipe_tail-a04","descendant_pipe_tail","transparent","success","true","10299955492","null","null","23428031","10234501930"
"r1-descendant_pipe_tail-a05","descendant_pipe_tail","shell","success","true","10287649280","null","null","20102664","10233574933"
"r1-descendant_pipe_tail-a05","descendant_pipe_tail","transparent","success","true","10287178823","null","null","23881552","10229481551"
"r1-descendant_pipe_tail-a06","descendant_pipe_tail","shell","success","true","10293066509","null","null","21989526","10233052380"
"r1-descendant_pipe_tail-a06","descendant_pipe_tail","transparent","success","true","10278966808","null","null","23064916","10220881043"
"r1-descendant_pipe_tail-a07","descendant_pipe_tail","shell","success","true","296962488","null","null","22885802","237682498"
"r1-descendant_pipe_tail-a07","descendant_pipe_tail","transparent","success","true","306220696","null","null","22708210","246982351"
"r1-descendant_pipe_tail-a08","descendant_pipe_tail","shell","success","true","10278495530","null","null","21554153","10222403450"
"r1-descendant_pipe_tail-a08","descendant_pipe_tail","transparent","success","true","10289637677","null","null","22893818","10228826075"
"r1-descendant_pipe_tail-a09","descendant_pipe_tail","shell","success","true","10283880581","null","null","21059050","10228465934"
"r1-descendant_pipe_tail-a09","descendant_pipe_tail","transparent","success","true","10291308787","null","null","22111525","10235719328"
"r1-environment_empty_unset-a00","environment_empty_unset","shell","success","true","10302580326","null","null","22426867","10243704887"
"r1-environment_empty_unset-a00","environment_empty_unset","transparent","success","true","10291156240","null","null","21426245","10236096098"
"r1-environment_empty_unset-a01","environment_empty_unset","shell","success","true","10320633692","null","null","22818252","10245902630"
"r1-environment_empty_unset-a01","environment_empty_unset","transparent","success","true","10283318100","null","null","21920270","10228381531"
"r1-environment_empty_unset-a02","environment_empty_unset","shell","success","true","10287052105","null","null","20282600","10229720848"
"r1-environment_empty_unset-a02","environment_empty_unset","transparent","success","true","10287600871","null","null","21538245","10233156551"
"r1-environment_empty_unset-a03","environment_empty_unset","shell","success","true","10282553345","null","null","23175519","10226249337"
"r1-environment_empty_unset-a03","environment_empty_unset","transparent","success","true","10288296942","null","null","21575494","10231253045"
"r1-environment_empty_unset-a04","environment_empty_unset","shell","success","true","10278034980","null","null","21738078","10220978731"
"r1-environment_empty_unset-a04","environment_empty_unset","transparent","success","true","10287907823","null","null","23633041","10231187089"
"r1-environment_empty_unset-a05","environment_empty_unset","shell","success","true","10282072718","null","null","21597550","10226860908"
"r1-environment_empty_unset-a05","environment_empty_unset","transparent","success","true","10287501025","null","null","20678116","10233897841"
"r1-environment_empty_unset-a06","environment_empty_unset","shell","success","true","10293402702","null","null","21538457","10235509306"
"r1-environment_empty_unset-a06","environment_empty_unset","transparent","success","true","10287660248","null","null","22867976","10231004188"
"r1-environment_empty_unset-a07","environment_empty_unset","shell","success","true","10308310566","null","null","22170264","10253183734"
"r1-environment_empty_unset-a07","environment_empty_unset","transparent","success","true","10323584489","null","null","22792094","10267401955"
"r1-environment_empty_unset-a08","environment_empty_unset","shell","success","true","10281348685","null","null","23258851","10225415974"
"r1-environment_empty_unset-a08","environment_empty_unset","transparent","success","true","10290218223","null","null","23417353","10233004728"
"r1-environment_empty_unset-a09","environment_empty_unset","shell","success","true","10279572188","null","null","22645743","10224272663"
"r1-environment_empty_unset-a09","environment_empty_unset","transparent","success","true","10295304347","null","null","23483721","10234175987"
"r1-environment_path_login-a00","environment_path_login","shell","success","true","10290650326","null","null","22259828","10231953804"
"r1-environment_path_login-a00","environment_path_login","transparent","success","true","10295248180","null","null","21802719","10236419106"
"r1-environment_path_login-a01","environment_path_login","shell","success","true","10289716497","null","null","22495143","10234275711"
"r1-environment_path_login-a01","environment_path_login","transparent","success","true","10280349424","null","null","19984589","10225962103"
"r1-environment_path_login-a02","environment_path_login","shell","success","true","10294247455","null","null","19176766","10240830191"
"r1-environment_path_login-a02","environment_path_login","transparent","success","true","10278438733","null","null","19725294","10226016440"
"r1-environment_path_login-a03","environment_path_login","shell","success","true","10290010526","null","null","18442272","10238901224"
"r1-environment_path_login-a03","environment_path_login","transparent","success","true","10279074418","null","null","22702975","10223775929"
"r1-environment_path_login-a04","environment_path_login","shell","success","true","10273771214","null","null","20607945","10219879017"
"r1-environment_path_login-a04","environment_path_login","transparent","success","true","10282412258","null","null","20921065","10224687218"
"r1-environment_path_login-a05","environment_path_login","shell","success","true","10281158966","null","null","21513554","10224992625"
"r1-environment_path_login-a05","environment_path_login","transparent","success","true","10303494467","null","null","22228397","10243481256"
"r1-environment_path_login-a06","environment_path_login","shell","success","true","10285543229","null","null","18475964","10229494379"
"r1-environment_path_login-a06","environment_path_login","transparent","success","true","10294496968","null","null","24180482","10237199927"
"r1-environment_path_login-a07","environment_path_login","shell","success","true","10286550726","null","null","22411271","10231175599"
"r1-environment_path_login-a07","environment_path_login","transparent","success","true","10306929387","null","null","24693677","10248713536"
"r1-environment_path_login-a08","environment_path_login","shell","success","true","10306106165","null","null","24200068","10247935525"
"r1-environment_path_login-a08","environment_path_login","transparent","success","true","10284892922","null","null","21543997","10230512926"
"r1-environment_path_login-a09","environment_path_login","shell","success","true","10282361492","null","null","21069860","10224730965"
"r1-environment_path_login-a09","environment_path_login","transparent","success","true","10289042054","null","null","21608468","10234346210"
"r1-exec_missing_permission-a00","exec_missing_permission","shell","success","true","10405129222","null","null","null","10313053128"
"r1-exec_missing_permission-a00","exec_missing_permission","transparent","success","true","10432717398","null","null","null","10341540940"
"r1-exec_missing_permission-a01","exec_missing_permission","shell","success","true","10360532486","null","null","null","10266083089"
"r1-exec_missing_permission-a01","exec_missing_permission","transparent","success","true","10344269066","null","null","null","10242712349"
"r1-exec_missing_permission-a02","exec_missing_permission","shell","success","true","10327331689","null","null","null","10230309998"
"r1-exec_missing_permission-a02","exec_missing_permission","transparent","success","true","10322935212","null","null","null","10225485999"
"r1-exec_missing_permission-a03","exec_missing_permission","shell","success","true","10327891656","null","null","null","10229029450"
"r1-exec_missing_permission-a03","exec_missing_permission","transparent","success","true","10332479108","null","null","null","10236431551"
"r1-exec_missing_permission-a04","exec_missing_permission","shell","success","true","10318987223","null","null","null","10226065899"
"r1-exec_missing_permission-a04","exec_missing_permission","transparent","success","true","10323320142","null","null","null","10229829337"
"r1-exec_missing_permission-a05","exec_missing_permission","shell","success","true","10327471887","null","null","null","10234218978"
"r1-exec_missing_permission-a05","exec_missing_permission","transparent","success","true","10333771219","null","null","null","10234145529"
"r1-exec_missing_permission-a06","exec_missing_permission","shell","success","true","10329448551","null","null","null","10234485904"
"r1-exec_missing_permission-a06","exec_missing_permission","transparent","success","true","10321119982","null","null","null","10225970899"
"r1-exec_missing_permission-a07","exec_missing_permission","shell","success","true","10343706034","null","null","null","10246694340"
"r1-exec_missing_permission-a07","exec_missing_permission","transparent","success","true","10324251662","null","null","null","10224534928"
"r1-exec_missing_permission-a08","exec_missing_permission","shell","success","true","10328776056","null","null","null","10235632909"
"r1-exec_missing_permission-a08","exec_missing_permission","transparent","success","true","10333422290","null","null","null","10235842036"
"r1-exec_missing_permission-a09","exec_missing_permission","shell","success","true","10336946013","null","null","null","10242434904"
"r1-exec_missing_permission-a09","exec_missing_permission","transparent","success","true","10339379274","null","null","null","10240623208"
"r1-exit_code_vs_signal-a00","exit_code_vs_signal","shell","success","true","10324299055","null","null","40723573","10225120744"
"r1-exit_code_vs_signal-a00","exit_code_vs_signal","transparent","success","true","10332825817","null","null","44604552","10229474061"
"r1-exit_code_vs_signal-a01","exit_code_vs_signal","shell","success","true","10333284822","null","null","42592677","10227995589"
"r1-exit_code_vs_signal-a01","exit_code_vs_signal","transparent","success","true","10339454944","null","null","42865201","10237554714"
"r1-exit_code_vs_signal-a02","exit_code_vs_signal","shell","success","true","10336145921","null","null","41617580","10232423536"
"r1-exit_code_vs_signal-a02","exit_code_vs_signal","transparent","success","true","10342695168","null","null","43894791","10239544826"
"r1-exit_code_vs_signal-a03","exit_code_vs_signal","shell","success","true","10331459385","null","null","43391400","10230153399"
"r1-exit_code_vs_signal-a03","exit_code_vs_signal","transparent","success","true","10346492801","null","null","43485663","10239745044"
"r1-exit_code_vs_signal-a04","exit_code_vs_signal","shell","success","true","10333721892","null","null","39768100","10232376660"
"r1-exit_code_vs_signal-a04","exit_code_vs_signal","transparent","success","true","10343459886","null","null","44600280","10239807167"
"r1-exit_code_vs_signal-a05","exit_code_vs_signal","shell","success","true","10335186320","null","null","43568791","10233642982"
"r1-exit_code_vs_signal-a05","exit_code_vs_signal","transparent","success","true","10332335223","null","null","42126951","10231705205"
"r1-exit_code_vs_signal-a06","exit_code_vs_signal","shell","success","true","10341642004","null","null","43998114","10236828789"
"r1-exit_code_vs_signal-a06","exit_code_vs_signal","transparent","success","true","10331719334","null","null","47118687","10226202018"
"r1-exit_code_vs_signal-a07","exit_code_vs_signal","shell","success","true","7545841216","null","null","42794544","7445012376"
"r1-exit_code_vs_signal-a07","exit_code_vs_signal","transparent","success","true","355657686","null","null","45185905","248227453"
"r1-exit_code_vs_signal-a08","exit_code_vs_signal","shell","success","true","10339240243","null","null","41955056","10235624205"
"r1-exit_code_vs_signal-a08","exit_code_vs_signal","transparent","success","true","10338705744","null","null","45297721","10232030303"
"r1-exit_code_vs_signal-a09","exit_code_vs_signal","shell","success","true","10335892656","null","null","39202917","10236793194"
"r1-exit_code_vs_signal-a09","exit_code_vs_signal","transparent","success","true","10335811651","null","null","43924731","10228720295"
"r1-exit_nonzero-a00","exit_nonzero","shell","success","true","10292802492","null","null","21973112","10238515646"
"r1-exit_nonzero-a00","exit_nonzero","transparent","success","true","10294816403","null","null","22749042","10239119747"
"r1-exit_nonzero-a01","exit_nonzero","shell","success","true","10285585900","null","null","21304246","10227383405"
"r1-exit_nonzero-a01","exit_nonzero","transparent","success","true","10286425870","null","null","19566823","10232840386"
"r1-exit_nonzero-a02","exit_nonzero","shell","success","true","10288217695","null","null","21360088","10233806237"
"r1-exit_nonzero-a02","exit_nonzero","transparent","success","true","10281992073","null","null","21763462","10227655293"
"r1-exit_nonzero-a03","exit_nonzero","shell","success","true","10273833462","null","null","21409108","10218172554"
"r1-exit_nonzero-a03","exit_nonzero","transparent","success","true","10281906149","null","null","24470805","10224358127"
"r1-exit_nonzero-a04","exit_nonzero","shell","success","true","10286771519","null","null","20507416","10229994836"
"r1-exit_nonzero-a04","exit_nonzero","transparent","success","true","10288711640","null","null","22676136","10232969498"
"r1-exit_nonzero-a05","exit_nonzero","shell","success","true","10280707960","null","null","20408458","10223820064"
